,Name,Latitude,Longitude,Zip_Code,Borough,geometry_layer,wkt
0,100.12.110.237 ,40.69459915,-73.99063873,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.99063873 40.69459915 0)
1,100.2.171.33 ,40.69459915,-73.99063873,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.99063873 40.69459915 0)
2,100.2.223.120 ,40.69459915,-73.99063873,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.99063873 40.69459915 0)
3,100.2.223.225 ,40.69459915,-73.99063873,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.99063873 40.69459915 0)
4,100.33.242.212 ,40.70246124,-73.9878006,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.9878006 40.70246124 0)
5,100.33.242.240 ,40.70257187,-73.99208069,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.99208069 40.70257187 0)
6,100.33.242.54 ,40.68864059,-73.9940033,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.9940033 40.68864059 0)
7,100.37.214.18 ,40.69839096,-73.9839325,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.9839325 40.69839096 0)
8,100.38.248.7 ,40.69459915,-73.99063873,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.99063873 40.69459915 0)
9,108.14.192.13 ,40.69459915,-73.99063873,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.99063873 40.69459915 0)
10,108.14.251.66 ,40.69459915,-73.99063873,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.99063873 40.69459915 0)
11,108.27.227.123 ,40.70352936,-73.98963165,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.98963165 40.70352936 0)
12,108.29.111.193 ,40.698349,-73.98651123,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.98651123 40.698349 0)
13,108.29.119.244 ,40.62322998,-73.91059875,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.91059875 40.62322998 0)
14,108.29.124.98 ,40.68867874,-73.98355865,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.98355865 40.68867874 0)
15,108.29.37.101 ,40.70294189,-73.98193359,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.98193359 40.70294189 0)
16,108.30.122.241 ,40.69266891,-73.97769165,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.97769165 40.69266891 0)
17,108.30.147.172 ,40.70462036,-73.98706055,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.98706055 40.70462036 0)
18,108.30.147.173 ,40.70462036,-73.98706055,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.98706055 40.70462036 0)
19,108.30.147.189 ,40.69161987,-73.98629761,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.98629761 40.69161987 0)
20,108.30.147.43 ,40.70207977,-73.98964691,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.98964691 40.70207977 0)
21,108.30.189.234 ,40.69448853,-73.98188782,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.98188782 40.69448853 0)
22,108.41.41.142 ,40.69264984,-73.99710083,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.99710083 40.69264984 0)
23,108.46.145.29 ,40.69459915,-73.99063873,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.99063873 40.69459915 0)
24,108.46.145.31 ,40.69459915,-73.99063873,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.99063873 40.69459915 0)
25,108.46.177.243 ,40.69459915,-73.99063873,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.99063873 40.69459915 0)
26,108.46.177.73 ,40.70286179,-73.98960114,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.98960114 40.70286179 0)
27,108.46.224.161 ,40.6971283,-73.99593353,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.99593353 40.6971283 0)
28,108.54.255.142 ,40.69459915,-73.99063873,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.99063873 40.69459915 0)
29,12.239.229.221 ,40.69459915,-73.99063873,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.99063873 40.69459915 0)
30,141.149.48.251 ,40.69459915,-73.99063873,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.99063873 40.69459915 0)
31,148.75.61.9 ,40.69097137,-73.99700928,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.99700928 40.69097137 0)
32,151.205.169.198 ,40.70248032,-73.98825073,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.98825073 40.70248032 0)
33,157.130.25.62 ,40.6919899,-73.98081207,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.98081207 40.6919899 0)
34,172.254.229.210 ,40.69459915,-73.99063873,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.99063873 40.69459915 0)
35,172.254.43.22 ,40.69459915,-73.99063873,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.99063873 40.69459915 0)
36,173.205.209.130 ,40.69974136,-73.98169708,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.98169708 40.69974136 0)
37,173.52.61.7 ,40.62322998,-73.91059875,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.91059875 40.62322998 0)
38,173.68.72.227 ,40.69303131,-73.9986496,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.9986496 40.69303131 0)
39,173.68.77.211 ,40.69322968,-73.98056793,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.98056793 40.69322968 0)
40,207.237.117.242 ,40.6973381,-73.99256897,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.99256897 40.6973381 0)
41,24.188.227.214 ,40.69459915,-73.99063873,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.99063873 40.69459915 0)
42,38.117.213.20 ,40.70267868,-73.99069214,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.99069214 40.70267868 0)
43,38.125.11.228 ,40.69161987,-73.98629761,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.98629761 40.69161987 0)
44,47.17.183.102 ,40.69459915,-73.99063873,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.99063873 40.69459915 0)
45,47.18.178.6 ,40.68991089,-73.99452209,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.99452209 40.68991089 0)
46,47.18.180.183 ,40.70438004,-73.99054718,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.99054718 40.70438004 0)
47,47.20.143.150 ,40.69974136,-73.98169708,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.98169708 40.69974136 0)
48,67.86.107.131 ,40.69166946,-73.98548126,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.98548126 40.69166946 0)
49,67.86.134.50 ,40.69459915,-73.99063873,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.99063873 40.69459915 0)
50,68.129.139.9 ,40.69179916,-73.98442841,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.98442841 40.69179916 0)
51,68.129.212.146 ,40.70310974,-73.99433136,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.99433136 40.70310974 0)
52,68.129.250.74 ,40.68867874,-73.98355865,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.98355865 40.68867874 0)
53,68.160.220.34 ,40.69483185,-73.99189758,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.99189758 40.69483185 0)
54,68.195.23.246 ,40.69459915,-73.99063873,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.99063873 40.69459915 0)
55,68.196.41.252 ,40.69974136,-73.98169708,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.98169708 40.69974136 0)
56,69.118.196.88 ,40.6962204,-73.99259949,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.99259949 40.6962204 0)
57,69.121.238.93 ,40.70101166,-73.98478699,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.98478699 40.70101166 0)
58,69.123.64.5 ,40.69514084,-73.98152161,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.98152161 40.69514084 0)
59,69.164.142.122 ,40.69190979,-74.0004425,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-74.0004425 40.69190979 0)
60,70.18.47.53 ,40.69459915,-73.99063873,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.99063873 40.69459915 0)
61,70.23.3.105 ,40.6912384,-73.9909668,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.9909668 40.6912384 0)
62,70.23.89.115 ,40.69459915,-73.99063873,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.99063873 40.69459915 0)
63,71.105.119.136 ,40.68925095,-73.99484253,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.99484253 40.68925095 0)
64,71.105.119.28 ,40.69459915,-73.99063873,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.99063873 40.69459915 0)
65,71.105.119.31 ,40.69459915,-73.99063873,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.99063873 40.69459915 0)
66,71.105.22.32 ,40.68819046,-73.98735046,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.98735046 40.68819046 0)
67,71.105.226.76 ,40.69459915,-73.99063873,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.99063873 40.69459915 0)
68,71.105.255.219 ,40.698349,-73.98651123,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.98651123 40.698349 0)
69,71.105.58.112 ,40.69974136,-73.98169708,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.98169708 40.69974136 0)
70,71.105.91.95 ,40.69430923,-73.9954071,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.9954071 40.69430923 0)
71,71.125.29.131 ,40.69459915,-73.99063873,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.99063873 40.69459915 0)
72,71.125.29.58 ,40.69981003,-73.98384857,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.98384857 40.69981003 0)
73,71.246.106.36 ,40.6932106,-73.98133087,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.98133087 40.6932106 0)
74,71.251.24.222 ,40.68806076,-73.99542236,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.99542236 40.68806076 0)
75,71.251.25.183 ,40.70251083,-73.98908234,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.98908234 40.70251083 0)
76,72.89.169.205 ,40.69657135,-73.99433136,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.99433136 40.69657135 0)
77,72.89.169.53 ,40.69998169,-73.99552917,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.99552917 40.69998169 0)
78,72.89.216.226 ,40.70299149,-73.98111725,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.98111725 40.70299149 0)
79,74.108.37.128 ,40.69181061,-73.99476624,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.99476624 40.69181061 0)
80,74.108.70.39 ,40.6935997,-73.98217773,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.98217773 40.6935997 0)
81,74.108.74.62 ,40.69459915,-73.99063873,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.99063873 40.69459915 0)
82,74.108.8.104 ,40.68943024,-73.98522186,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.98522186 40.68943024 0)
83,74.108.8.113 ,40.69459915,-73.99063873,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.99063873 40.69459915 0)
84,74.90.52.92 ,40.69567871,-73.99475861,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.99475861 40.69567871 0)
85,96.224.82.174 ,40.69459915,-73.99063873,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.99063873 40.69459915 0)
86,96.232.243.112 ,40.70059967,-73.99378967,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.99378967 40.70059967 0)
87,96.232.243.211 ,40.69868088,-73.99614716,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.99614716 40.69868088 0)
88,96.246.158.151 ,40.69459915,-73.99063873,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.99063873 40.69459915 0)
89,96.246.183.252 ,40.69459915,-73.99063873,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.99063873 40.69459915 0)
90,96.246.98.57 ,40.69459915,-73.99063873,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.99063873 40.69459915 0)
91,98.113.132.113 ,40.68867874,-73.98355865,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.98355865 40.68867874 0)
92,98.113.56.200 ,40.69459915,-73.99063873,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.99063873 40.69459915 0)
93,98.113.96.90 ,40.70352936,-73.98956299,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.98956299 40.70352936 0)
94,98.113.96.93 ,40.69459915,-73.99063873,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.99063873 40.69459915 0)
95,98.116.12.90 ,40.69459915,-73.99063873,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.99063873 40.69459915 0)
96,98.116.200.30 ,40.69459915,-73.99063873,11201.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.99063873 40.69459915 0)
97,69.117.211.123 ,40.6957016,-73.99359894,11202.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.99359894 40.6957016 0)
98,100.12.162.48 ,40.64262009,-73.92308807,11203.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.92308807 40.64262009 0)
99,100.2.230.218 ,40.64287186,-73.93623352,11203.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.93623352 40.64287186 0)
100,100.2.28.145 ,40.649189,-73.93372345,11203.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.93372345 40.649189 0)
101,100.33.96.154 ,40.649189,-73.93372345,11203.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.93372345 40.649189 0)
102,100.37.124.88 ,40.64410019,-73.94561768,11203.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.94561768 40.64410019 0)
103,100.37.130.24 ,40.63927841,-73.92588806,11203.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.92588806 40.63927841 0)
104,100.38.144.75 ,40.63700867,-73.92960358,11203.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.92960358 40.63700867 0)
105,100.38.24.121 ,40.65142822,-73.92549896,11203.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.92549896 40.65142822 0)
106,100.38.89.114 ,40.649189,-73.93372345,11203.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.93372345 40.649189 0)
107,108.21.197.39 ,40.64921188,-73.92910004,11203.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.92910004 40.64921188 0)
108,108.21.197.84 ,40.649189,-73.93372345,11203.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.93372345 40.649189 0)
109,108.21.225.228 ,40.63595963,-73.93451691,11203.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.93451691 40.63595963 0)
110,108.21.54.60 ,40.65021896,-73.94273376,11203.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.94273376 40.65021896 0)
111,108.29.199.154 ,40.66310883,-73.93865204,11203.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.93865204 40.66310883 0)
112,108.29.70.112 ,40.649189,-73.93372345,11203.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.93372345 40.649189 0)
113,108.30.146.247 ,40.64162064,-73.94599152,11203.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.94599152 40.64162064 0)
114,108.30.146.36 ,40.65462875,-73.92967987,11203.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.92967987 40.65462875 0)
115,108.30.146.38 ,40.65462875,-73.92967987,11203.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.92967987 40.65462875 0)
116,108.30.23.79 ,40.64810181,-73.94539642,11203.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.94539642 40.64810181 0)
117,108.41.172.230 ,40.64107895,-73.92729187,11203.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.92729187 40.64107895 0)
118,108.41.19.167 ,40.649189,-73.93372345,11203.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.93372345 40.649189 0)
119,108.41.202.250 ,40.64601135,-73.94325256,11203.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.94325256 40.64601135 0)
120,108.41.22.193 ,40.65092087,-73.93029022,11203.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.93029022 40.65092087 0)
121,108.41.22.218 ,40.649189,-73.93372345,11203.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.93372345 40.649189 0)
122,108.46.134.186 ,40.649189,-73.93372345,11203.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.93372345 40.649189 0)
123,108.54.117.33 ,40.649189,-73.93372345,11203.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.93372345 40.649189 0)
124,108.54.213.20 ,40.66069031,-73.92984772,11203.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.92984772 40.66069031 0)
125,108.54.221.150 ,40.649189,-73.93372345,11203.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.93372345 40.649189 0)
126,108.54.221.163 ,40.649189,-73.93372345,11203.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.93372345 40.649189 0)
127,108.54.99.27 ,40.64730835,-73.92890167,11203.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.92890167 40.64730835 0)
128,108.58.13.14 ,40.66025162,-73.94258118,11203.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.94258118 40.66025162 0)
129,108.58.28.44 ,40.649189,-73.93372345,11203.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.93372345 40.649189 0)
130,108.58.28.77 ,40.66328049,-73.93591309,11203.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.93591309 40.66328049 0)
131,108.58.28.79 ,40.66328049,-73.93591309,11203.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.93591309 40.66328049 0)
132,108.6.207.97 ,40.64115143,-73.92632294,11203.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.92632294 40.64115143 0)
133,108.6.207.99 ,40.64115143,-73.92632294,11203.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.92632294 40.64115143 0)
134,141.157.200.44 ,40.649189,-73.93372345,11203.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.93372345 40.649189 0)
135,148.75.220.93 ,40.66215134,-73.9413681,11203.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.9413681 40.66215134 0)
136,151.205.104.188 ,40.6553688,-73.94046021,11203.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.94046021 40.6553688 0)
137,151.205.111.242 ,40.64936829,-73.93305969,11203.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.93305969 40.64936829 0)
138,162.83.145.178 ,40.64043045,-73.9378891,11203.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.9378891 40.64043045 0)
139,173.56.16.195 ,40.64707184,-73.93280792,11203.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.93280792 40.64707184 0)
140,173.56.249.178 ,40.649189,-73.93372345,11203.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.93372345 40.649189 0)
141,173.56.249.25 ,40.649189,-73.93372345,11203.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.93372345 40.649189 0)
142,173.56.249.95 ,40.649189,-73.93372345,11203.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.93372345 40.649189 0)
143,173.77.241.14 ,40.64682007,-73.94333649,11203.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.94333649 40.64682007 0)
144,24.185.112.169 ,40.64416885,-73.94207764,11203.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.94207764 40.64416885 0)
145,24.185.126.96 ,40.64234161,-73.94477844,11203.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.94477844 40.64234161 0)
146,24.185.68.56 ,40.649189,-73.93372345,11203.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.93372345 40.649189 0)
147,24.185.78.56 ,40.65375137,-73.94407654,11203.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.94407654 40.65375137 0)
148,24.191.182.209 ,40.649189,-73.93372345,11203.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.93372345 40.649189 0)
149,24.228.164.11 ,40.649189,-73.93372345,11203.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.93372345 40.649189 0)
150,24.228.201.91 ,40.65171051,-73.93089294,11203.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.93089294 40.65171051 0)
151,24.38.203.151 ,40.649189,-73.93372345,11203.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.93372345 40.649189 0)
152,24.38.203.168 ,40.65377045,-73.93110657,11203.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.93110657 40.65377045 0)
153,24.38.204.89 ,40.6493187,-73.92719269,11203.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.92719269 40.6493187 0)
154,24.38.205.133 ,40.65758133,-73.92904663,11203.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.92904663 40.65758133 0)
155,24.38.205.135 ,40.65758133,-73.92904663,11203.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.92904663 40.65758133 0)
156,24.38.205.36 ,40.64707184,-73.93280792,11203.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.93280792 40.64707184 0)
157,24.38.207.69 ,40.65087891,-73.92254639,11203.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.92254639 40.65087891 0)
158,24.38.241.90 ,40.649189,-73.93372345,11203.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.93372345 40.649189 0)
159,24.38.242.190 ,40.64363098,-73.94251251,11203.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.94251251 40.64363098 0)
160,24.38.244.249 ,40.649189,-73.93372345,11203.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.93372345 40.649189 0)
161,24.38.246.205 ,40.63993073,-73.94358826,11203.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.94358826 40.63993073 0)
162,24.38.246.208 ,40.65272141,-73.9315033,11203.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.9315033 40.65272141 0)
163,24.38.249.222 ,40.649189,-73.93372345,11203.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.93372345 40.649189 0)
164,24.38.249.252 ,40.6529007,-73.92948914,11203.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.92948914 40.6529007 0)
165,24.38.250.62 ,40.65119934,-73.92836761,11203.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.92836761 40.65119934 0)
166,24.38.251.147 ,40.63986969,-73.94450378,11203.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.94450378 40.63986969 0)
167,24.38.252.234 ,40.64126968,-73.9432373,11203.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.9432373 40.64126968 0)
168,24.38.255.95 ,40.649189,-73.93372345,11203.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.93372345 40.649189 0)
169,24.45.250.30 ,40.65980911,-73.94393921,11203.0,Brooklyn,Hikvision: Brooklyn (Layer 1 of 3),POINT Z (-73.94393921 40.65980911 0)
