,Data_Source,Camera_Count,geometry,x,y
2882,Amnesty,1,POINT (-73.87316023720146 40.67390943469962),-73.87316023720146,40.67390943469962
2883,Amnesty,1,POINT (-73.96725878146205 40.599948205099366),-73.96725878146205,40.599948205099366
2884,Amnesty,3,POINT (-73.91818225425308 40.65448633875963),-73.91818225425308,40.65448633875963
2885,Amnesty,1,POINT (-73.9495383394101 40.68034526594252),-73.9495383394101,40.68034526594252
2886,Amnesty,9,POINT (-73.93392523941098 40.69720095958294),-73.93392523941098,40.69720095958294
2887,Amnesty,1,POINT (-73.94968336764467 40.590603854329),-73.94968336764467,40.590603854329
2888,Amnesty,9,POINT (-74.02815827977976 40.630777738209645),-74.02815827977976,40.630777738209645
2889,Amnesty,2,POINT (-74.01365084556375 40.64529773033939),-74.01365084556375,40.64529773033939
2890,Amnesty,3,POINT (-73.94534260845388 40.66044278407786),-73.94534260845388,40.66044278407786
2891,Amnesty,3,POINT (-73.91061482956312 40.64623767812806),-73.91061482956312,40.64623767812806
2892,Amnesty,3,POINT (-74.01003200385267 40.65222468994439),-74.01003200385267,40.65222468994439
2893,Amnesty,1,POINT (-73.95416815736922 40.64959902752059),-73.95416815736922,40.64959902752059
2894,Amnesty,4,POINT (-73.95908853461805 40.71217674136851),-73.95908853461805,40.71217674136851
2895,Amnesty,3,POINT (-73.90431267059847 40.69081926687107),-73.90431267059847,40.69081926687107
2896,Amnesty,1,POINT (-73.92176670468345 40.67684224789158),-73.92176670468345,40.67684224789158
2897,Amnesty,5,POINT (-73.87342884367156 40.65555220844925),-73.87342884367156,40.65555220844925
2898,Amnesty,3,POINT (-73.96824195716538 40.68943576472776),-73.96824195716538,40.68943576472776
2899,Amnesty,1,POINT (-73.93679031853515 40.63927717449058),-73.93679031853515,40.63927717449058
2900,Amnesty,1,POINT (-73.96674087014192 40.57860898571103),-73.96674087014192,40.57860898571103
2901,Amnesty,4,POINT (-73.97977477228658 40.6033718554771),-73.97977477228658,40.6033718554771
2902,Amnesty,1,POINT (-73.94889158570511 40.716990561001516),-73.94889158570511,40.716990561001516
2903,Amnesty,1,POINT (-74.03993858762658 40.62326502470083),-74.03993858762658,40.62326502470083
2904,Amnesty,2,POINT (-73.86464740146637 40.67515945276907),-73.86464740146637,40.67515945276907
2905,Amnesty,4,POINT (-73.93663222217407 40.66812033312986),-73.93663222217407,40.66812033312986
2906,Amnesty,3,POINT (-73.87283256154616 40.66640852860421),-73.87283256154616,40.66640852860421
2907,Amnesty,2,POINT (-73.9406195667132 40.70180089120037),-73.9406195667132,40.70180089120037
2908,Amnesty,1,POINT (-73.98916896494525 40.68456039512602),-73.98916896494525,40.68456039512602
2909,Amnesty,4,POINT (-73.97562101377528 40.59211280623794),-73.97562101377528,40.59211280623794
2910,Amnesty,1,POINT (-73.9049715042876 40.6187221526506),-73.9049715042876,40.6187221526506
2911,Amnesty,2,POINT (-73.934837368237 40.701146589655146),-73.934837368237,40.701146589655146
2912,Amnesty,1,POINT (-73.97609070181623 40.631397237056305),-73.97609070181623,40.631397237056305
2913,Amnesty,1,POINT (-73.93386971442132 40.62546885714116),-73.93386971442132,40.62546885714116
2914,Amnesty,3,POINT (-73.93159615416282 40.65365741440674),-73.93159615416282,40.65365741440674
2915,Amnesty,5,POINT (-73.89663948055275 40.66757550164598),-73.89663948055275,40.66757550164598
2916,Amnesty,1,POINT (-73.9478943 40.626734000000006),-73.9478943,40.626734000000006
2917,Amnesty,3,POINT (-73.99504840922773 40.65959616880762),-73.99504840922773,40.65959616880762
2918,Amnesty,2,POINT (-73.9813454350849 40.591615441622196),-73.9813454350849,40.591615441622196
2919,Amnesty,1,POINT (-73.9482086846316 40.59303637555913),-73.9482086846316,40.59303637555913
2920,Amnesty,1,POINT (-73.99464995371942 40.59407986234311),-73.99464995371942,40.59407986234311
2921,Amnesty,4,POINT (-73.97143717628649 40.67575173529205),-73.97143717628649,40.67575173529205
2922,Amnesty,1,POINT (-73.9527100112142 40.6442754340747),-73.9527100112142,40.6442754340747
2923,Amnesty,1,POINT (-73.9571738338007 40.635373722545964),-73.9571738338007,40.635373722545964
2924,Amnesty,1,POINT (-73.97321910065831 40.59701826831792),-73.97321910065831,40.59701826831792
2925,Amnesty,2,POINT (-73.92084473939936 40.65345746964037),-73.92084473939936,40.65345746964037
2926,Amnesty,1,POINT (-73.98127907562599 40.596091983496486),-73.98127907562599,40.596091983496486
2927,Amnesty,1,POINT (-73.96107119720496 40.65008157391031),-73.96107119720496,40.65008157391031
2928,Amnesty,1,POINT (-73.91635069853146 40.69537225181982),-73.91635069853146,40.69537225181982
2929,Amnesty,1,POINT (-73.97953749033921 40.61922133304405),-73.97953749033921,40.61922133304405
2930,Amnesty,1,POINT (-74.01554458290698 40.64005662551931),-74.01554458290698,40.64005662551931
2931,Amnesty,1,POINT (-73.95258722795346 40.70208352688346),-73.95258722795346,40.70208352688346
2932,Amnesty,6,POINT (-73.95468125932463 40.71866954308337),-73.95468125932463,40.71866954308337
2933,Amnesty,1,POINT (-73.99023524312511 40.626591930757364),-73.99023524312511,40.626591930757364
2934,Amnesty,1,POINT (-73.87218250238973 40.672724604648344),-73.87218250238973,40.672724604648344
2935,Amnesty,3,POINT (-73.93241688946627 40.723822076112256),-73.93241688946627,40.723822076112256
2936,Amnesty,4,POINT (-73.936373233387 40.70067083987988),-73.936373233387,40.70067083987988
2937,Amnesty,1,POINT (-73.97179096177821 40.59376469664181),-73.97179096177821,40.59376469664181
2938,Amnesty,1,POINT (-73.96142145417512 40.62517544209472),-73.96142145417512,40.62517544209472
2939,Amnesty,2,POINT (-73.9930005803065 40.69283706679317),-73.9930005803065,40.69283706679317
2940,Amnesty,2,POINT (-73.94269569939212 40.66409100445116),-73.94269569939212,40.66409100445116
2941,Amnesty,5,POINT (-73.95673670285164 40.67406995522291),-73.95673670285164,40.67406995522291
