,the_geom,CTLabel,BoroCode,BoroName,CT2020,BoroCT2020,CDEligibil,NTAName,NTA2020,CDTA2020,CDTANAME,GEOID,Shape_Leng,Shape_Area,n_cameras_median,attached_street_median,attached_building_median,attached_unknown_median,hikvision_camera_count,tot_camera_count
307,"MULTIPOLYGON (((-73.96286117998778 40.57498014075899, -73.96474395906034 40.57481439073119, -73.96507878217996 40.574801113411, -73.96541394142787 40.574794380559766, -73.96574921686354 40.57479419659578, -73.96608438862998 40.57480056184844, -73.96641923661153 40.57481347193834, -73.96675354107138 40.57483291839351, -73.9675670729142 40.57488152694914, -73.96765743523478 40.57504368249044, -73.96780353615728 40.57502045367633, -73.96795533369406 40.57501255371087, -73.96810857702921 40.57502089945344, -73.96825878817545 40.575045489493434, -73.96840165964264 40.575085368074625, -73.96853345861918 40.575138759896426, -73.96883249994832 40.575241501507534, -73.96888995877943 40.57526123899415, -73.96883335365193 40.575335858730256, -73.96880187120078 40.5753773636689, -73.96873173299474 40.57550141027252, -73.9686811954325 40.57563088326532, -73.96866614128525 40.575696968555334, -73.96865108864597 40.57576305434598, -73.96854635420192 40.57624267196689, -73.96853234187864 40.576305031161844, -73.96824684864013 40.576288983860714, -73.96735538227082 40.57634786254344, -73.96717160721718 40.57638622704044, -73.96637943276897 40.576551036968006, -73.96595581404175 40.57663733281993, -73.96583083462275 40.57666362063431, -73.96509484716515 40.57682700669223, -73.96419089871273 40.57701786391815, -73.96327833452968 40.5772125398281, -73.96300827971267 40.575715799543005, -73.96288926678852 40.57512300043591, -73.96286117998778 40.57498014075899)))",360.01,3,Brooklyn,36001,3036001,,Brighton Beach,BK1303,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),36047036001,4459.30348118,1019097.09443,13.0,1.0,12.0,0.0,0,13.0
308,"MULTIPOLYGON (((-73.95941778288545 40.57517798313923, -73.96103342769747 40.57507632436145, -73.96286117998778 40.57498014075899, -73.96288926678852 40.57512300043591, -73.96300827971267 40.575715799543005, -73.96327833452968 40.5772125398281, -73.9623644034506 40.577411097404806, -73.96144150188144 40.577610689915375, -73.96056401320948 40.57779888972243, -73.95963299069301 40.57799332343299, -73.95952773652783 40.57658624404283, -73.9594744554649 40.57587405404405, -73.95943407007285 40.57536403061865, -73.95941778288545 40.57517798313923)))",360.02,3,Brooklyn,36002,3036002,,Brighton Beach,BK1303,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),36047036002,3860.14796487,924234.963068,9.0,1.0,7.0,0.0,4,13.0
309,"MULTIPOLYGON (((-73.91487246337705 40.67053222822069, -73.91553422577006 40.67024338351583, -73.9155846732804 40.67022136347986, -73.91572874449463 40.670158478095814, -73.91580361911345 40.670126028141766, -73.91586213159657 40.67010066919075, -73.9164716345359 40.669836509653095, -73.91652296179402 40.669814264183664, -73.91658460016004 40.66978754948632, -73.91713589044302 40.66954376367961, -73.91748266059642 40.66939223109961, -73.91838191219045 40.66900224732779, -73.91923062965684 40.6686313653061, -73.91941763342089 40.668397044075924, -73.91995577379176 40.66831932040238, -73.9200475399336 40.66827642954162, -73.92014864189407 40.668229483874946, -73.92101988847263 40.66785269756697, -73.92187171180454 40.66748069097041, -73.92221564083378 40.66733344646867, -73.92275257220436 40.667097332962115, -73.92272714175243 40.667365056426426, -73.92265529979278 40.66812711501359, -73.92263210700678 40.66837321106417, -73.92261354322443 40.66856410724221, -73.92254432235555 40.66927581069471, -73.9224669682933 40.670116930255794, -73.92245355442307 40.67026114885387, -73.92238401788495 40.671008763473324, -73.92231485525119 40.67100502665492, -73.92197105662005 40.670986448513034, -73.92190188831192 40.67098271144248, -73.92183293562397 40.670978984360985, -73.92103497567913 40.67093585752024, -73.92045660961324 40.67090459575867, -73.92037954794993 40.67090042964204, -73.92035237536822 40.67089896104689, -73.92027057381803 40.67089453911111, -73.92003073571198 40.67088157050067, -73.91979413690792 40.67086877536462, -73.91957473320254 40.670856799918376, -73.91912823889328 40.67083242673042, -73.91903383694809 40.67082727317923, -73.91883180282889 40.67081624334457, -73.91783828814647 40.67076200020205, -73.91777293618705 40.670758431907174, -73.91755143894224 40.670746337521415, -73.91747938465818 40.67074240306611, -73.91710818222478 40.67072213170129, -73.91702174402928 40.67071741429094, -73.91695971640029 40.67071409989371, -73.91685972623469 40.670708552362306, -73.91504669562366 40.67060802719928, -73.91487246337705 40.67053222822069)))",361.0,3,Brooklyn,36100,3036100,,Ocean Hill,BK1601,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),36047036100,6064.70032668,1524420.50073,49.0,1.0,49.0,0.0,11,60.0
310,"MULTIPOLYGON (((-73.95965162634755 40.57823077959348, -73.95963299069301 40.57799332343299, -73.96056401320948 40.57779888972243, -73.96144150188144 40.577610689915375, -73.9623644034506 40.577411097404806, -73.96327833452968 40.5772125398281, -73.96419089871273 40.57701786391815, -73.96509484716515 40.57682700669223, -73.96583083462275 40.57666362063431, -73.96595581404175 40.57663733281993, -73.96637943276897 40.576551036968006, -73.96717160721718 40.57638622704044, -73.96735538227082 40.57634786254344, -73.96824684864013 40.576288983860714, -73.96853234187864 40.576305031161844, -73.96852475501841 40.576340380995624, -73.96834847522267 40.57711237005525, -73.96804463332826 40.57843983979063, -73.96775937521792 40.578404161583684, -73.96666476179384 40.578624036210364, -73.96581491478877 40.57880751204518, -73.96490971468431 40.57899582690669, -73.96446279344427 40.57909053232935, -73.96400753197332 40.57918699011459, -73.96355550519598 40.579282356839634, -73.96310556826343 40.579377263593656, -73.96265624501217 40.57947107029385, -73.96220268887117 40.57957142893722, -73.96130519279427 40.57975867321255, -73.96074358506193 40.57988050462412, -73.9603332114797 40.57996757046744, -73.95980097999013 40.580080472392126, -73.95974658220659 40.579369543854924, -73.95965162634755 40.57823077959348)))",362.0,3,Brooklyn,36200,3036200,,Brighton Beach,BK1303,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),36047036200,6480.70701208,1845171.64318,13.0,0.0,13.0,0.0,5,18.0
311,"MULTIPOLYGON (((-73.91400482503951 40.67323948794321, -73.91290172497864 40.673177920066536, -73.91279027439043 40.673171698925756, -73.91269518420103 40.67316639022037, -73.9125883801649 40.67316042822496, -73.91168802737296 40.673110166126776, -73.9113918967429 40.67308966773097, -73.91122305892728 40.673161605557716, -73.91123038462591 40.673078484542835, -73.91114683250059 40.673072341464184, -73.91066580081393 40.67304073824224, -73.90924003073039 40.672954276246934, -73.90946181044927 40.672861951467276, -73.90989833413656 40.672680868818986, -73.90995832929728 40.6726559811039, -73.91014265086486 40.67257951905981, -73.91019287105688 40.67255868530122, -73.91037473937185 40.67248323819919, -73.91046305323349 40.67244660210251, -73.9110463107626 40.67220464250485, -73.91109867355385 40.67218291959615, -73.91115995547622 40.67215535062877, -73.91133533666564 40.67207645396323, -73.91221776895031 40.67168716252569, -73.91308574663636 40.67131022633249, -73.9140385712603 40.67089683982608, -73.91454485604065 40.67067547301633, -73.91461857795707 40.67064323875443, -73.91487246337705 40.67053222822069, -73.91504669562366 40.67060802719928, -73.91685972623469 40.670708552362306, -73.91695971640029 40.67071409989371, -73.91702174402928 40.67071741429094, -73.91710818222478 40.67072213170129, -73.91747938465818 40.67074240306611, -73.91755143894224 40.670746337521415, -73.91777293618705 40.670758431907174, -73.91783828814647 40.67076200020205, -73.91883180282889 40.67081624334457, -73.91903383694809 40.67082727317923, -73.91912823889328 40.67083242673042, -73.91957473320254 40.670856799918376, -73.91979413690792 40.67086877536462, -73.92003073571198 40.67088157050067, -73.92027057381803 40.67089453911111, -73.92035237536822 40.67089896104689, -73.92037954794993 40.67090042964204, -73.92045660961324 40.67090459575867, -73.92103497567913 40.67093585752024, -73.92183293562397 40.670978984360985, -73.92190188831192 40.67098271144248, -73.92197105662005 40.670986448513034, -73.92231485525119 40.67100502665492, -73.92238401788495 40.671008763473324, -73.92229950301105 40.67190026210041, -73.9222144432103 40.67279163355226, -73.92213153379178 40.67368388950966, -73.91954092546408 40.67354187795397, -73.91677231309316 40.67339069306275, -73.91400482503951 40.67323948794321)))",363.0,3,Brooklyn,36300,3036300,,Ocean Hill,BK1601,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),36047036300,8492.86799794,2786930.30682,37.0,0.0,31.0,0.0,0,37.0
312,"MULTIPOLYGON (((-73.95980097999013 40.580080472392126, -73.9603332114797 40.57996757046744, -73.96074358506193 40.57988050462412, -73.96130519279427 40.57975867321255, -73.96220268887117 40.57957142893722, -73.96265624501217 40.57947107029385, -73.96310556826343 40.579377263593656, -73.96355550519598 40.579282356839634, -73.96400753197332 40.57918699011459, -73.96446279344427 40.57909053232935, -73.96490971468431 40.57899582690669, -73.96581491478877 40.57880751204518, -73.96666476179384 40.578624036210364, -73.96775937521792 40.578404161583684, -73.96804463332826 40.57843983979063, -73.96792590661559 40.578956042617754, -73.96774197943326 40.57975559557287, -73.96761555684284 40.58030516337023, -73.967598677532 40.5803784706759, -73.96730118715416 40.580419512864246, -73.9662105372551 40.580629568877114, -73.96594486470075 40.58068910478711, -73.96555533131941 40.580770036063726, -73.9651124282773 40.58086220579452, -73.96465233499445 40.58096002499444, -73.96375612448982 40.581150368485275, -73.96282768627188 40.581347349500746, -73.9619425573271 40.58153461211398, -73.96103189910589 40.581725586613224, -73.96093525982974 40.58174627484214, -73.95994330865145 40.5819592681254, -73.95989494311155 40.581503396092906, -73.95988551728665 40.58117061347239, -73.95985957422022 40.58082498326807, -73.9598543209814 40.58076172917719, -73.95983128055954 40.580483387172144, -73.95980097999013 40.580080472392126)))",364.0,3,Brooklyn,36400,3036400,,Brighton Beach,BK1303,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),36047036400,5980.18261914,1539580.43809,14.0,0.0,12.0,0.0,3,17.0
313,"MULTIPOLYGON (((-73.91092600900664 40.6763444459074, -73.91001238209607 40.676291018151154, -73.90909452406852 40.67624441610374, -73.90818643023147 40.67619470621363, -73.90808819464456 40.67618933256084, -73.90809662112413 40.6761251598822, -73.90810390062873 40.67606968500161, -73.90819458971572 40.67537891865661, -73.90826511221958 40.67532665612771, -73.90824790676471 40.67526663560799, -73.9083099931378 40.67460547610905, -73.90907973771223 40.67464890659038, -73.9091570131063 40.67465326321284, -73.90923826430326 40.67465765860329, -73.91107588073913 40.67475706067127, -73.9111510174555 40.67397865075304, -73.91122305892728 40.673161605557716, -73.9113918967429 40.67308966773097, -73.91168802737296 40.673110166126776, -73.9125883801649 40.67316042822496, -73.91269518420103 40.67316639022037, -73.91279027439043 40.673171698925756, -73.91290172497864 40.673177920066536, -73.91400482503951 40.67323948794321, -73.91391976012291 40.674129772808335, -73.91385002405582 40.674910549677556, -73.91377684577539 40.6756867553687, -73.91370488717456 40.67640724026235, -73.9136960555289 40.67649567240921, -73.91276678304818 40.67644528185239, -73.91186683223849 40.67639668874892, -73.91092600900664 40.6763444459074)))",365.01,3,Brooklyn,36501,3036501,,Ocean Hill,BK1601,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),36047036501,5469.27482219,1367343.96445,4.0,2.0,0.0,0.0,6,10.0
314,"MULTIPOLYGON (((-73.90245583103464 40.67588205089743, -73.9025771629531 40.67583170687535, -73.90267831840295 40.6757897287539, -73.90279745993557 40.675757492742186, -73.90291887262818 40.67568458142083, -73.90302076373679 40.67565648129091, -73.90313803879329 40.675622215428405, -73.90347422342496 40.67550668327773, -73.9037437464614 40.675406834473065, -73.90428786730163 40.67522935556164, -73.90438792800408 40.67520674660639, -73.90450912336803 40.67505211098793, -73.9052401287407 40.674724946273685, -73.90582626773165 40.674469653859816, -73.90609438779356 40.674352932358026, -73.90629662105006 40.6742653330755, -73.90695655425817 40.673985259133026, -73.90746843008537 40.67376161413561, -73.90787711506155 40.67356680930722, -73.90827800999422 40.67337939350556, -73.90832954152161 40.67335530302189, -73.90841931566192 40.6733133327236, -73.90924003073039 40.672954276246934, -73.91066580081393 40.67304073824224, -73.91114683250059 40.673072341464184, -73.91123038462591 40.673078484542835, -73.91122305892728 40.673161605557716, -73.9111510174555 40.67397865075304, -73.91107588073913 40.67475706067127, -73.90923826430326 40.67465765860329, -73.9091570131063 40.67465326321284, -73.90907973771223 40.67464890659038, -73.9083099931378 40.67460547610905, -73.90824790676471 40.67526663560799, -73.90826511221958 40.67532665612771, -73.90819458971572 40.67537891865661, -73.90810390062873 40.67606968500161, -73.90809662112413 40.6761251598822, -73.90808819464456 40.67618933256084, -73.9080868696267 40.67620428671183, -73.90808364045222 40.676240730984354, -73.9079960321816 40.67627395343273, -73.90786973183828 40.67626908519599, -73.90714543417002 40.67624116608336, -73.9061079908104 40.676183032980354, -73.90522656289016 40.67613998641156, -73.90436465577035 40.67610154192486, -73.90404292730373 40.67607516785274, -73.90345933673015 40.67603500286284, -73.90300043627396 40.675969906583326, -73.9028544988069 40.675949205842635, -73.90277785142185 40.67593458008302, -73.90271820821563 40.675923399621254, -73.90265857582511 40.675912209756135, -73.9026008300635 40.67590374713529, -73.90252724388236 40.67589296253309, -73.90245583103464 40.67588205089743)))",365.02,3,Brooklyn,36502,3036502,,Ocean Hill,BK1601,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),36047036502,6291.73978321,1316680.21027,28.0,5.0,21.0,0.0,4,32.0
315,"MULTIPOLYGON (((-73.90404639808888 40.67922059801919, -73.90349050037075 40.67889804853479, -73.9032074563202 40.67874076470077, -73.90256467268146 40.678345194649765, -73.90202189430848 40.678026732790315, -73.9014537011738 40.677693163557265, -73.90046361829336 40.67712230643053, -73.90014864436047 40.676949316844855, -73.90004626208514 40.676893089538346, -73.90079183612451 40.67657245765034, -73.90096234759956 40.67650221152849, -73.90245583103464 40.67588205089743, -73.90252724388236 40.67589296253309, -73.9026008300635 40.67590374713529, -73.90265857582511 40.675912209756135, -73.90271820821563 40.675923399621254, -73.90277785142185 40.67593458008302, -73.9028544988069 40.675949205842635, -73.90300043627396 40.675969906583326, -73.90345933673015 40.67603500286284, -73.90404292730373 40.67607516785274, -73.90436465577035 40.67610154192486, -73.90522656289016 40.67613998641156, -73.9061079908104 40.676183032980354, -73.90714543417002 40.67624116608336, -73.90786973183828 40.67626908519599, -73.9079960321816 40.67627395343273, -73.90808364045222 40.676240730984354, -73.90807920023465 40.67628686108325, -73.90797555698389 40.67736347851792, -73.90785772514431 40.67811598074288, -73.90782793202698 40.67817068067083, -73.90780012326483 40.67820341174878, -73.90753392346421 40.678416106515186, -73.9072294993437 40.67866198105872, -73.90642210237678 40.67929559594971, -73.90549303479243 40.680037158159934, -73.90541416544546 40.67999264338063, -73.90478936068001 40.679650456871045, -73.90456891332471 40.67951553702158, -73.90404639808888 40.67922059801919)))",367.0,3,Brooklyn,36700,3036700,,Ocean Hill,BK1601,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),36047036700,5879.18528055,1961097.7973,24.0,2.0,14.0,1.0,5,29.0
316,"MULTIPOLYGON (((-73.90851642314055 40.681803943825116, -73.90777158791644 40.68137784657405, -73.90701820283938 40.68094827979047, -73.90671941118497 40.6807674219421, -73.90628287126724 40.68050675607488, -73.90565934202655 40.680140691427894, -73.90554836824927 40.680071602236936, -73.90549303479243 40.680037158159934, -73.90642210237678 40.67929559594971, -73.9072294993437 40.67866198105872, -73.90753392346421 40.678416106515186, -73.90780012326483 40.67820341174878, -73.90782793202698 40.67817068067083, -73.90785772514431 40.67811598074288, -73.90797555698389 40.67736347851792, -73.90807920023465 40.67628686108325, -73.90808364045222 40.676240730984354, -73.9080868696267 40.67620428671183, -73.90808819464456 40.67618933256084, -73.90818643023147 40.67619470621363, -73.90909452406852 40.67624441610374, -73.91001238209607 40.676291018151154, -73.91092600900664 40.6763444459074, -73.91091823327649 40.67641897536059, -73.91081358355416 40.67752114234114, -73.91075316989708 40.678276995632196, -73.91086568277748 40.67840050391628, -73.91093863744915 40.6787831040566, -73.91108276019041 40.67951552310873, -73.91122493240611 40.68023987243899, -73.91137474130498 40.680979940672394, -73.91151806882883 40.68171169193742, -73.9116639061653 40.6824456517249, -73.91181302250212 40.68317968446857, -73.91151192885401 40.68350499008791, -73.91076954357509 40.68309270127181, -73.9100246099535 40.682657371089896, -73.9092746288254 40.68223432358254, -73.90905527028094 40.68210557474534, -73.90886025487414 40.681994036464964, -73.90851642314055 40.681803943825116)))",369.0,3,Brooklyn,36900,3036900,,Ocean Hill,BK1601,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),36047036900,7215.25583312,2433755.73916,16.0,2.0,13.0,0.0,8,24.0
