the_geom,CTLabel,BoroCode,BoroName,CT2020,BoroCT2020,CDEligibil,NTAName,NTA2020,CDTA2020,CDTANAME,GEOID,Shape_Leng,Shape_Area
"MULTIPOLYGON (((-73.88371830492846 40.637679758682744, -73.88444425998482 40.63719737964668, -73.88518197993609 40.63670758691193, -73.88594417756751 40.636226811172314, -73.88664641970718 40.635774678987964, -73.88669930711585 40.63582219784455, -73.88701548264211 40.6361062356464, -73.88850752849541 40.637446575524585, -73.89032791622392 40.63907941897795, -73.88961349439121 40.63954186296521, -73.88887037353761 40.64002489803869, -73.88812746511795 40.6405016500332, -73.88738553527432 40.64098063300277, -73.88676137874651 40.64042670538115, -73.88618654449454 40.63990444802806, -73.88556522801865 40.63934667118815, -73.88495249613432 40.63878658512812, -73.88437159166368 40.63827141940552, -73.88377841469332 40.63773420142351, -73.88371830492846 40.637679758682744)))",1020,3,Brooklyn,102000,3102000,,Canarsie,BK1803,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),36047102000,5294.223176,1690995.009
"MULTIPOLYGON (((-73.88664641970718 40.635774678987964, -73.887357422005 40.635316031706104, -73.88770416394188 40.635091394774946, -73.88793218361528 40.63494080139641, -73.88797311822837 40.63491407740787, -73.8880776061117 40.63484586247709, -73.88812634489946 40.6348146406814, -73.88838030244844 40.634651952955764, -73.88842936191884 40.63462052494722, -73.88882449882125 40.63436739340106, -73.88963425869053 40.63384208066649, -73.88969542325876 40.633802399209465, -73.88975480500234 40.63385576713834, -73.89155671784923 40.635475102143076, -73.89337485679465 40.63710810313918, -73.89249500145951 40.63767615127163, -73.89175393551965 40.6381570714733, -73.89104137884947 40.638618806412715, -73.89032791622392 40.63907941897795, -73.88850752849541 40.637446575524585, -73.88701548264211 40.6361062356464, -73.88669930711585 40.63582219784455, -73.88664641970718 40.635774678987964)))",1022,3,Brooklyn,102200,3102200,,Canarsie,BK1803,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),36047102200,5377.816894,1752586.493
"MULTIPOLYGON (((-73.88969542325876 40.633802399209465, -73.88976865889013 40.63375536389407, -73.89050003852388 40.63328563044348, -73.89136976796462 40.63271894811074, -73.89210340875509 40.632247749066714, -73.89215594436116 40.63221400178256, -73.89277185952437 40.63180870451029, -73.89351152176087 40.63134357079742, -73.89423121021227 40.6308790446858, -73.8950006233778 40.63038585945847, -73.89503861717145 40.630419870819296, -73.89685952193516 40.6320498743562, -73.89609060538311 40.63254686356283, -73.89540272941731 40.63299061038311, -73.89476028051652 40.6334057308402, -73.89394810473709 40.633932580998064, -73.89323360144732 40.63439299502505, -73.89235381775117 40.634959890017285, -73.89155671784923 40.635475102143076, -73.88975480500234 40.63385576713834, -73.88969542325876 40.633802399209465)))",1024,3,Brooklyn,102400,3102400,,Canarsie,BK1803,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),36047102400,5452.825058,1540219.308
"MULTIPOLYGON (((-73.8950006233778 40.63038585945847, -73.89576910574107 40.62988398688334, -73.89648499592322 40.62941698435748, -73.89720451100881 40.62896040926589, -73.89791912521197 40.628503347682326, -73.89865732683971 40.62802614839123, -73.89941286590401 40.62754354749793, -73.8995519299379 40.62746672931105, -73.89979666880151 40.62742161913628, -73.90074286528947 40.62785818324147, -73.90155064913364 40.62821865467322, -73.90195130720507 40.628402171152764, -73.90238728790185 40.62859916141252, -73.9019649388809 40.628745451870195, -73.90125410308625 40.62920622593633, -73.90051316964491 40.6296878238662, -73.8997722283758 40.630167508846675, -73.89905604163572 40.63062997458037, -73.89834907371397 40.63109370548065, -73.89762854635653 40.631552646217116, -73.89685952193516 40.6320498743562, -73.89503861717145 40.630419870819296, -73.8950006233778 40.63038585945847)))",1026,3,Brooklyn,102600,3102600,,Canarsie,BK1803,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),36047102600,5343.140503,1462012.276
"MULTIPOLYGON (((-73.8863571255484 40.630820804563356, -73.88643460188187 40.63077680195561, -73.88675249653107 40.63057311055665, -73.88747609213162 40.63011977819981, -73.88890374300445 40.62991585787409, -73.88951672423278 40.62936064691271, -73.89011159007322 40.62897571387376, -73.89038036151211 40.628929503322794, -73.89209387127028 40.62865773473947, -73.89227223338229 40.629107946256724, -73.89182600492157 40.62964912783229, -73.8913179488615 40.630250781214265, -73.89081563624066 40.63085391504376, -73.89270581271343 40.63177646682909, -73.89277185952437 40.63180870451029, -73.89215594436116 40.63221400178256, -73.89210340875509 40.632247749066714, -73.89136976796462 40.63271894811074, -73.89050003852388 40.63328563044348, -73.88976865889013 40.63375536389407, -73.88969542325876 40.633802399209465, -73.88964051680894 40.63375316981793, -73.88893460262923 40.63312019142428, -73.88888858316433 40.63307892686109, -73.88881777499715 40.63301543338786, -73.88878383649201 40.63298500147734, -73.88872285827804 40.63293032225864, -73.88869633059483 40.63290653548365, -73.88860400950637 40.63282375156344, -73.88856790338114 40.63279137532799, -73.88835836273672 40.632603477755666, -73.88832702061184 40.63257537302543, -73.88817150615291 40.632435919408536, -73.88793643094293 40.63222493237408, -73.8878876541523 40.6321811531271, -73.88765815152385 40.631975166488694, -73.88761601296211 40.63193734490114, -73.88728435483662 40.63163966613919, -73.88724371981999 40.63160319348847, -73.88707431957215 40.63145114652534, -73.8863571255484 40.630820804563356)))",1028.01,3,Brooklyn,102801,3102801,,Canarsie,BK1803,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),36047102801,5967.361025,1660819.648
"MULTIPOLYGON (((-73.8863571255484 40.630820804563356, -73.88601696133102 40.63050856348378, -73.88597589308856 40.630470863136644, -73.88593054047065 40.630429340543785, -73.88555745744897 40.63008861736447, -73.88491593975684 40.62951603498525, -73.88473220784502 40.629349527524674, -73.88457078949196 40.629203332251485, -73.88447542248903 40.62911695830702, -73.88313893883 40.627932651806994, -73.88369231571589 40.62755937341145, -73.8851295402378 40.62882725867142, -73.88572167037314 40.628446715223774, -73.88601116640616 40.62864588357113, -73.88608332048754 40.62866165165385, -73.8861570802403 40.628672264540974, -73.88623181258117 40.62867763114158, -73.88630687607846 40.6286777053938, -73.88638162645793 40.62867248666033, -73.88645542213304 40.62866201973386, -73.88652762971218 40.628646394452545, -73.887526737062 40.62833182448252, -73.88828461263451 40.62789246022352, -73.89042299743556 40.62627859879774, -73.89148720748321 40.624481722415204, -73.89300558864396 40.62335646859344, -73.89307390198455 40.6233566134023, -73.89311951607974 40.62339567630605, -73.89318942607565 40.62340520481707, -73.89326845450678 40.62341415104459, -73.89344925372164 40.623346638099086, -73.89351878316701 40.62335269284878, -73.8939491170406 40.62318530142061, -73.89452793133664 40.62288597951385, -73.89464670706269 40.622832269138236, -73.8947616990121 40.62277397394387, -73.89487260264224 40.622711248323824, -73.89497912424072 40.62264425840459, -73.89518797857578 40.622501020503, -73.89533612470666 40.622470570229204, -73.89548467972035 40.62248556837447, -73.89553370611172 40.622513918948684, -73.89555955730552 40.62254025234367, -73.89552197013464 40.62257728227838, -73.89551399761667 40.622585138837955, -73.89552237729042 40.62261958318598, -73.89557672621882 40.62265458964204, -73.89562043100277 40.62267628461612, -73.89566601873206 40.62267337263166, -73.89572612688374 40.622667038453315, -73.89583108345715 40.62268701190894, -73.89625797730434 40.62290284608253, -73.89646138309114 40.62301677635942, -73.89754989861983 40.62348901440696, -73.9014616116846 40.625231418350864, -73.9010903594861 40.62568182073513, -73.90064372053445 40.626292203907084, -73.90011762017681 40.62701661630754, -73.8995519299379 40.62746672931105, -73.89941286590401 40.62754354749793, -73.89865732683971 40.62802614839123, -73.89791912521197 40.628503347682326, -73.89720451100881 40.62896040926589, -73.89648499592322 40.62941698435748, -73.89576910574107 40.62988398688334, -73.8950006233778 40.63038585945847, -73.89423121021227 40.6308790446858, -73.89351152176087 40.63134357079742, -73.89277185952437 40.63180870451029, -73.89270581271343 40.63177646682909, -73.89081563624066 40.63085391504376, -73.8913179488615 40.630250781214265, -73.89182600492157 40.62964912783229, -73.89227223338229 40.629107946256724, -73.89209387127028 40.62865773473947, -73.89038036151211 40.628929503322794, -73.89011159007322 40.62897571387376, -73.88951672423278 40.62936064691271, -73.88890374300445 40.62991585787409, -73.88747609213162 40.63011977819981, -73.88675249653107 40.63057311055665, -73.88643460188187 40.63077680195561, -73.8863571255484 40.630820804563356)))",1028.02,3,Brooklyn,102802,3102802,,Canarsie Park & Pier,BK1893,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),36047102802,14998.64937,7231547.665
"MULTIPOLYGON (((-73.8863571255484 40.630820804563356, -73.88707431957215 40.63145114652534, -73.88724371981999 40.63160319348847, -73.88728435483662 40.63163966613919, -73.88761601296211 40.63193734490114, -73.88765815152385 40.631975166488694, -73.8878876541523 40.6321811531271, -73.88793643094293 40.63222493237408, -73.88817150615291 40.632435919408536, -73.88832702061184 40.63257537302543, -73.88835836273672 40.632603477755666, -73.88856790338114 40.63279137532799, -73.88860400950637 40.63282375156344, -73.88869633059483 40.63290653548365, -73.88872285827804 40.63293032225864, -73.88878383649201 40.63298500147734, -73.88881777499715 40.63301543338786, -73.88888858316433 40.63307892686109, -73.88893460262923 40.63312019142428, -73.88964051680894 40.63375316981793, -73.88969542325876 40.633802399209465, -73.88963425869053 40.63384208066649, -73.88882449882125 40.63436739340106, -73.88842936191884 40.63462052494722, -73.88838030244844 40.634651952955764, -73.88812634489946 40.6348146406814, -73.8880776061117 40.63484586247709, -73.88797311822837 40.63491407740787, -73.88793218361528 40.63494080139641, -73.88770416394188 40.635091394774946, -73.887357422005 40.635316031706104, -73.88664641970718 40.635774678987964, -73.88594417756751 40.636226811172314, -73.88589718271838 40.63618220728782, -73.88559877574788 40.63589899542989, -73.88551333591843 40.63581790509285, -73.88531978217236 40.635634205508524, -73.88518594553811 40.63550718088019, -73.88509778364782 40.63542350623016, -73.88500790401086 40.63533820275528, -73.88495141847724 40.635284591524716, -73.88477787379782 40.635119879132034, -73.88470692711495 40.635052542070866, -73.88460516754422 40.63495596006073, -73.88453297002188 40.63488743519727, -73.88438127710728 40.63474346023258, -73.88430908004561 40.63467493472437, -73.88413575303555 40.63451042193178, -73.88406946062987 40.6344475000242, -73.88395325481459 40.63434532817805, -73.8838834404651 40.634285738606, -73.883576662663 40.634023882764275, -73.88350052960537 40.633958896825646, -73.88288850888122 40.63343648668006, -73.88327565005577 40.63307165686039, -73.88338206375388 40.63297790285488, -73.88347946853578 40.63289208751842, -73.88367898755543 40.63271630564337, -73.8837287483926 40.63267529937508, -73.88383064313386 40.63259132942018, -73.88409792556766 40.63237107942259, -73.88422338375649 40.632274323453935, -73.88453178870346 40.63203650707627, -73.88483321120576 40.631819008632505, -73.88495815719439 40.631728849799714, -73.88497985618827 40.63171319215925, -73.88532132182144 40.63148267110394, -73.88544136195576 40.63140163230888, -73.8854464256719 40.63139843520969, -73.88591551319311 40.631102302862004, -73.8863073452357 40.63085254443234, -73.8863571255484 40.630820804563356)))",1034.01,3,Brooklyn,103401,3103401,,Canarsie,BK1803,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),36047103401,5475.378724,1895802.649
"MULTIPOLYGON (((-73.88313893883 40.627932651806994, -73.88447542248903 40.62911695830702, -73.88457078949196 40.629203332251485, -73.88473220784502 40.629349527524674, -73.88491593975684 40.62951603498525, -73.88555745744897 40.63008861736447, -73.88593054047065 40.630429340543785, -73.88597589308856 40.630470863136644, -73.88601696133102 40.63050856348378, -73.8863571255484 40.630820804563356, -73.8863073452357 40.63085254443234, -73.88591551319311 40.631102302862004, -73.8854464256719 40.63139843520969, -73.88544136195576 40.63140163230888, -73.88532132182144 40.63148267110394, -73.88497985618827 40.63171319215925, -73.88495815719439 40.631728849799714, -73.88483321120576 40.631819008632505, -73.88453178870346 40.63203650707627, -73.88422338375649 40.632274323453935, -73.88409792556766 40.63237107942259, -73.88383064313386 40.63259132942018, -73.8837287483926 40.63267529937508, -73.88367898755543 40.63271630564337, -73.88347946853578 40.63289208751842, -73.88338206375388 40.63297790285488, -73.88327565005577 40.63307165686039, -73.88288850888122 40.63343648668006, -73.88350052960537 40.633958896825646, -73.883576662663 40.634023882764275, -73.8838834404651 40.634285738606, -73.88395325481459 40.63434532817805, -73.88406946062987 40.6344475000242, -73.88413575303555 40.63451042193178, -73.88430908004561 40.63467493472437, -73.88438127710728 40.63474346023258, -73.88453297002188 40.63488743519727, -73.88460516754422 40.63495596006073, -73.88470692711495 40.635052542070866, -73.88477787379782 40.635119879132034, -73.88495141847724 40.635284591524716, -73.88500790401086 40.63533820275528, -73.88509778364782 40.63542350623016, -73.88518594553811 40.63550718088019, -73.88531978217236 40.635634205508524, -73.88551333591843 40.63581790509285, -73.88559877574788 40.63589899542989, -73.88589718271838 40.63618220728782, -73.88594417756751 40.636226811172314, -73.88518197993609 40.63670758691193, -73.88444425998482 40.63719737964668, -73.88371830492846 40.637679758682744, -73.88157395206804 40.63905219518095, -73.88124855303847 40.63926707405678, -73.88116900804037 40.639319600724306, -73.88076685498378 40.639581647150884, -73.88055123882256 40.639158819737304, -73.87974983030412 40.638422235630344, -73.87953888017081 40.638217839320724, -73.87945522168394 40.638192245417166, -73.87935480018264 40.638179387821125, -73.87911787798072 40.63826658744056, -73.87907715576767 40.6383029810965, -73.87905060850402 40.63843594812427, -73.87896686071142 40.63845954369557, -73.87887362582696 40.638439405246146, -73.87876518083291 40.638368557192734, -73.87870039075364 40.63833772474578, -73.878638638421 40.63829360625958, -73.87853397772892 40.638166256079955, -73.87838402264147 40.637904108592345, -73.87855666640873 40.6376131210829, -73.87858034172184 40.637518756592804, -73.87841750134999 40.63745748716728, -73.87780952743215 40.63688186477852, -73.87714434868597 40.63597649800757, -73.87749381692699 40.63539042397709, -73.87793889634264 40.635019571139274, -73.87813717798731 40.63469473189086, -73.87820590489783 40.63457294366262, -73.87833349586329 40.6344804179453, -73.87856542917646 40.634339465076216, -73.87872776183086 40.634251388647, -73.87890455278942 40.634115882416154, -73.87918335624569 40.634014826028775, -73.87936895387 40.63390801578402, -73.87971206396058 40.6336900848251, -73.87998767503844 40.63351488348105, -73.88018468342874 40.63330963859067, -73.88023282194034 40.63322689052143, -73.880376294891 40.632980262363326, -73.88093320122299 40.63258706179292, -73.88127068104541 40.63236911916107, -73.8814449590912 40.63230509611654, -73.88162197738075 40.63229710561398, -73.88163037328913 40.632296727266365, -73.88178214769643 40.632249800972865, -73.88197891997063 40.632172958999575, -73.8820858308973 40.632078904305246, -73.88215899502394 40.632006215384955, -73.88256945182799 40.63181830588509, -73.88272684944732 40.63176710490033, -73.88301362103512 40.6316261495354, -73.88322181279636 40.63144231258997, -73.8834526563568 40.63115577211298, -73.8836445172823 40.63094331213863, -73.8837550166025 40.63055643801262, -73.88376932796376 40.63022176134242, -73.88345412923383 40.62990767043747, -73.88404726149385 40.629560118546536, -73.88263248433402 40.62827427312693, -73.88313893883 40.627932651806994)))",1034.02,3,Brooklyn,103402,3103402,,Canarsie Park & Pier,BK1893,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),36047103402,11965.95125,4320501.524
"MULTIPOLYGON (((-73.87489191569459 40.64509519399342, -73.87496902546948 40.64499901261757, -73.87518403914065 40.64469598789824, -73.87523474953845 40.64462416347234, -73.87535404979603 40.6444529775003, -73.87548001842252 40.64426196089913, -73.87563753158183 40.644030210540194, -73.87569004932358 40.643952941176025, -73.8758249817893 40.64372795674464, -73.87589128043395 40.64361389731849, -73.87590497787176 40.64359100240463, -73.87595502681033 40.64350500302039, -73.87601205130159 40.6434189834925, -73.87605105078691 40.643350000757934, -73.87608204698496 40.64329300459742, -73.8761608741758 40.643320528006775, -73.8762321485989 40.64334655842804, -73.876395062362 40.643401007369015, -73.87674799540508 40.64352596441677, -73.87692398855063 40.6436169522008, -73.87715595241275 40.643783976219964, -73.87724519084263 40.643877715940405, -73.87727496095181 40.643908996643766, -73.87747684995378 40.64410838842898, -73.87751948195205 40.644042965703655, -73.87796379784841 40.6444441688044, -73.87834956726256 40.64479023358513, -73.87896383496772 40.64534414176954, -73.87926860794087 40.6456120426656, -73.87986846280086 40.646155197102274, -73.88013120203756 40.646382401984965, -73.88073267516121 40.64692762486119, -73.88148178923674 40.6476000786836, -73.88241240096771 40.64844055967673, -73.88275969280777 40.64874862174262, -73.88310250183594 40.64905271580729, -73.8834955179932 40.64941055758942, -73.88370781353323 40.64960097013298, -73.88411278071422 40.64995648065131, -73.88441234537254 40.65030595769283, -73.88479047272502 40.650771922440036, -73.88569041968945 40.651958065702345, -73.88625521702942 40.652719824048994, -73.88628975316307 40.65276890094783, -73.88621116578278 40.652800584253235, -73.88551222105085 40.65309253182133, -73.88465215906854 40.65345165419562, -73.88404688504492 40.653716503606496, -73.88221364788316 40.65451863858705, -73.88220052985271 40.65444157686842, -73.88172188057682 40.653753827322284, -73.88141998000769 40.65334717647991, -73.87992598661938 40.65133476039944, -73.87845026146991 40.64934679695382, -73.87774634675205 40.64840707004611, -73.87680854487495 40.647155293305524, -73.87610397950503 40.64621478892472, -73.87502207719565 40.64520450614642, -73.87495357741663 40.645141583697075, -73.87489191569459 40.64509519399342)))",1058.01,3,Brooklyn,105801,3105801,,Spring Creek-Starrett City,BK0504,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),36047105801,10574.74026,4481506.733
"MULTIPOLYGON (((-73.86086853759014 40.65507780573646, -73.86061323090364 40.65471947073691, -73.8605783613639 40.65467532964519, -73.86054077882481 40.6546239966105, -73.86075659687984 40.65449332913118, -73.86216258594565 40.65364204771115, -73.86237523870953 40.6535132909242, -73.86278597240823 40.65326299617903, -73.86307968447665 40.653101624005004, -73.86325196859728 40.65300696584823, -73.86364525683562 40.65278401824241, -73.86376696106984 40.65271502566895, -73.86420144273545 40.652480702856764, -73.86517254370057 40.6519569577295, -73.86538194543324 40.6518440196455, -73.86574155636362 40.651652466331484, -73.86619296813544 40.65141200577754, -73.8667059862403 40.65113850169861, -73.86719742813017 40.6508764968745, -73.86725354344223 40.65084657373263, -73.86785296423884 40.65052699472811, -73.868241523706 40.65032310877318, -73.86833698412828 40.65027301870142, -73.86866973327959 40.6500923394382, -73.86926701711717 40.64976801525287, -73.86972303202097 40.649511947312696, -73.86976076676122 40.64949015640308, -73.87009699537863 40.64929598570989, -73.87014458162498 40.649266826172706, -73.87054899054043 40.649018982125995, -73.87099695246724 40.648727969371144, -73.87116466968824 40.64861402978508, -73.87120657341117 40.64858556220264, -73.87126256362356 40.64854752389279, -73.87212331987797 40.64790420874438, -73.8724318979171 40.64765740372159, -73.87252860843678 40.647575506604035, -73.87269855679848 40.647431587521716, -73.87276135862588 40.64737629304684, -73.87296613031184 40.64719379844955, -73.87336388743199 40.64683749325503, -73.8734250885653 40.64678123051584, -73.87346558258528 40.646816633471815, -73.87352036795605 40.6468762094042, -73.876052693186 40.65030930848034, -73.8762333972414 40.65055427482501, -73.876294524619 40.650637140332684, -73.87921513843537 40.65458913189202, -73.87905117367995 40.6546499782638, -73.87932521684345 40.655029478858324, -73.87969161243484 40.65550847950942, -73.87973336141141 40.65556305865951, -73.87931130611503 40.65574500748983, -73.87895632233709 40.65589804649562, -73.87856790721723 40.656065601292994, -73.87811745660709 40.65625990682014, -73.87663551922711 40.65689765075095, -73.8757690822365 40.657270502798156, -73.87489623731703 40.65764610036703, -73.87406931132007 40.65800536955343, -73.87325092666934 40.65835678830932, -73.87242690608257 40.65870883611784, -73.87161849865781 40.659059605980524, -73.8711441029783 40.65926312829427, -73.87079132025859 40.659414474456405, -73.86998045088335 40.659763916442905, -73.86915554995338 40.66011821684639, -73.86893413716672 40.66019010478349, -73.86870555982863 40.66024919785871, -73.86847176848022 40.66029493771029, -73.86823477814337 40.6603269868675, -73.86734480826539 40.66043274696718, -73.8671806951295 40.66045225204139, -73.86711199674481 40.660360418984936, -73.86645466513727 40.65948178720061, -73.86602563840708 40.6589083076039, -73.86599116779641 40.658862233024195, -73.86595630789009 40.65881515833892, -73.86544123411072 40.65811957723955, -73.86477756706806 40.65722330235875, -73.86433177006856 40.65662881328585, -73.86426877136297 40.656527173008655, -73.86419937752704 40.65642797785264, -73.86412375173279 40.65633146102416, -73.86404207180114 40.656237849431974, -73.86395453031479 40.656147363087754, -73.86386133257545 40.65606021476291, -73.86376269770712 40.655976609337934, -73.86365885761346 40.655896743363506, -73.86308736294247 40.655614310146625, -73.86293353416318 40.65555658094698, -73.86278649553913 40.655455557247656, -73.86262255558863 40.65536719741524, -73.86244470315849 40.65529380076093, -73.8622566006139 40.655237125293574, -73.86206237970204 40.65519818008339, -73.861866272658 40.6551772337048, -73.86086853759014 40.65507780573646)))",1070.01,3,Brooklyn,107001,3107001,,Spring Creek-Starrett City,BK0504,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),36047107001,15194.31431,13115505.99
"MULTIPOLYGON (((-73.87921513843537 40.65458913189202, -73.87921658230898 40.65459108377303, -73.87926863785947 40.654569130732625, -73.8793321168056 40.65462201684984, -73.8796386550232 40.65449909180426, -73.87971979034303 40.65437592977636, -73.87924124622322 40.65373718643201, -73.87910837392923 40.653706235539616, -73.87676193956312 40.65056095449517, -73.87672243382222 40.6503754030904, -73.87672192491897 40.650323221967895, -73.87656024945194 40.65009665434274, -73.8739542531331 40.6464444346184, -73.87390127736101 40.64636836786128, -73.873860340091 40.64631440609904, -73.87398499498887 40.64617701459298, -73.87429203918991 40.64585201212142, -73.87451029392156 40.645576169371694, -73.87474287894197 40.64528303209426, -73.87489191569459 40.64509519399342, -73.87495357741663 40.645141583697075, -73.87502207719565 40.64520450614642, -73.87610397950503 40.64621478892472, -73.87680854487495 40.647155293305524, -73.87774634675205 40.64840707004611, -73.87845026146991 40.64934679695382, -73.87992598661938 40.65133476039944, -73.88141998000769 40.65334717647991, -73.88172188057682 40.653753827322284, -73.88220052985271 40.65444157686842, -73.88221364788316 40.65451863858705, -73.8805910547931 40.65519620720982, -73.87973336141141 40.65556305865951, -73.87969161243484 40.65550847950942, -73.87932521684345 40.655029478858324, -73.87905117367995 40.6546499782638, -73.87921513843537 40.65458913189202)))",1070.03,3,Brooklyn,107003,3107003,,Spring Creek-Starrett City,BK0504,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),36047107003,9311.696398,2363049.495
"MULTIPOLYGON (((-73.8671806951295 40.66045225204139, -73.86734480826539 40.66043274696718, -73.86823477814337 40.6603269868675, -73.86847176848022 40.66029493771029, -73.86870555982863 40.66024919785871, -73.86893413716672 40.66019010478349, -73.86915554995338 40.66011821684639, -73.86998045088335 40.659763916442905, -73.87079132025859 40.659414474456405, -73.8711441029783 40.65926312829427, -73.87161849865781 40.659059605980524, -73.87242690608257 40.65870883611784, -73.87325092666934 40.65835678830932, -73.87406931132007 40.65800536955343, -73.87489623731703 40.65764610036703, -73.8757690822365 40.657270502798156, -73.87663551922711 40.65689765075095, -73.87811745660709 40.65625990682014, -73.87856790721723 40.656065601292994, -73.87895632233709 40.65589804649562, -73.87931130611503 40.65574500748983, -73.87973336141141 40.65556305865951, -73.8805910547931 40.65519620720982, -73.88221364788316 40.65451863858705, -73.88404688504492 40.653716503606496, -73.88465215906854 40.65345165419562, -73.8846890748595 40.653505073947215, -73.88568077408144 40.65484960113103, -73.88527268215185 40.655025225495486, -73.88509848885347 40.65510018889234, -73.88439544794478 40.655402739121655, -73.88389562883368 40.65561782968013, -73.88344196816942 40.65581305243684, -73.8831054709238 40.65595785511345, -73.88297817899624 40.6560126317334, -73.88251136250587 40.65621350993852, -73.88201556482612 40.65642419043333, -73.88162618268453 40.656589649390945, -73.88145221999551 40.656665656057314, -73.88127819416765 40.65674168986982, -73.88081254282336 40.65694513477318, -73.88182597645896 40.65830768176404, -73.88100156626533 40.658663805534516, -73.88060038826595 40.658835455877785, -73.88019000750768 40.65901104052543, -73.87978228429222 40.65918743732178, -73.87937356864495 40.65936426201084, -73.87859203470767 40.65970104366969, -73.87816728845193 40.659890231001654, -73.87774831803422 40.66007244350907, -73.87746354275993 40.6601860742629, -73.8772067894358 40.660293018189506, -73.87691896753702 40.66041445165945, -73.87610051399919 40.660756773983024, -73.87528535051646 40.661106914429965, -73.87446940490788 40.661459074495326, -73.87365128093514 40.66180875935493, -73.87283512855629 40.662161213329746, -73.87200699154762 40.66251253277192, -73.87119278232781 40.66285435110123, -73.87113711892346 40.66287857900566, -73.87037588795312 40.66320990381185, -73.86948500895043 40.663545392414214, -73.86836660859328 40.662014364333764, -73.8681635432229 40.661726876681165, -73.8671806951295 40.66045225204139)))",1078,3,Brooklyn,107800,3107800,,East New York-New Lots,BK0503,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),36047107800,13423.7719,5449475.79
