the_geom,CTLabel,BoroCode,BoroName,CT2020,BoroCT2020,CDEligibil,NTAName,NTA2020,CDTA2020,CDTANAME,GEOID,Shape_Leng,Shape_Area
"MULTIPOLYGON (((-74.02835031608427 40.622798626925196, -74.02864338068372 40.622086008710035, -74.0286800021249 40.62199620868149, -74.0289231215321 40.62140418249095, -74.02900836845947 40.62119206102643, -74.02920031510213 40.62072136408267, -74.02929556017955 40.62048690826071, -74.02956408409689 40.61983253935205, -74.03021113041962 40.62014827366867, -74.03205002722761 40.621040632830564, -74.03219532767785 40.620687470346155, -74.03488649895603 40.62131959788916, -74.0346006146989 40.6220007390484, -74.03432261948325 40.62268220963597, -74.03404330639346 40.62336319472793, -74.03374211670449 40.624098972604855, -74.03105991786607 40.62346289800925, -74.0305556321425 40.623339274968565, -74.02910595217665 40.622983882884114, -74.02835031608427 40.622798626925196)))",60,3,Brooklyn,6000,3006000,,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),36047006000,5498.33429,1639073.87
"MULTIPOLYGON (((-74.0271530069289 40.62572685898248, -74.0274372501345 40.62502760941406, -74.02773394483708 40.62430140322689, -74.02799029442535 40.62368249564221, -74.02803565519768 40.62357177455953, -74.02835031608427 40.622798626925196, -74.02910595217665 40.622983882884114, -74.0305556321425 40.623339274968565, -74.03105991786607 40.62346289800925, -74.03374211670449 40.624098972604855, -74.03339135330052 40.62496679225787, -74.03310842055356 40.62564705190126, -74.03283230876835 40.62632904947327, -74.03255489182156 40.627010083410916, -74.0303335237981 40.62648315768251, -74.02987104022814 40.62637344210306, -74.0271530069289 40.62572685898248)))",62,3,Brooklyn,6200,3006200,,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),36047006200,5368.681634,1746843.3
"MULTIPOLYGON (((-74.02536097320035 40.63010934957236, -74.02566011106752 40.629377710788226, -74.02595819003201 40.628647268063375, -74.0262631546062 40.62791995689344, -74.02656062805428 40.62718718062942, -74.0268572014128 40.62645774644745, -74.02739102758572 40.62658627583891, -74.02859230686455 40.62687108804187, -74.02893158849312 40.62695152817245, -74.02957284764196 40.62710355209247, -74.03225653845509 40.62774029032709, -74.0319567238525 40.62847059683125, -74.0316579999405 40.629199083503615, -74.0313598993338 40.62993051315206, -74.03106070351704 40.630661013988345, -74.03076395816834 40.631391343792465, -74.02808018363996 40.630754156486724, -74.02536097320035 40.63010934957236)))",64,3,Brooklyn,6400,3006400,,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),36047006400,5927.57881,2186814.856
"MULTIPOLYGON (((-73.99620846265908 40.681723425072, -73.99652797309383 40.68106004382341, -73.99688644357764 40.680315454837064, -73.99728252493296 40.679501949200215, -73.99767157022056 40.67868177822836, -73.99806763236123 40.67786601848955, -73.99841787134932 40.67713182593288, -73.99872819464862 40.67648870826296, -73.9990391016995 40.675843673360994, -73.99935169569386 40.675200563309716, -73.99966066429688 40.67455435576526, -73.99983041600998 40.67419732831645, -73.9998952185976 40.674044223749696, -73.99999061307939 40.67418940923541, -74.00035615432562 40.67474573290541, -74.00045011468973 40.67476942552581, -74.00077979381057 40.675293900751576, -74.00096041051934 40.675572031308704, -74.00102399932594 40.67566995006039, -74.00090355269108 40.67563696921111, -74.00083254923113 40.675612260241245, -74.00067409156921 40.67555578918157, -74.00074802031111 40.67573495831304, -74.00086757636213 40.67602470458284, -74.0008945950029 40.67609018376644, -74.00091726200782 40.67614511911708, -74.0009418905698 40.676204803020575, -74.00102823028617 40.6764140402361, -74.00133945408305 40.6769431504147, -74.00142907851482 40.67709551898273, -74.00153194421691 40.67727039766689, -74.0018348102819 40.677712453301574, -74.00190852331725 40.67782004124387, -74.00196107943468 40.67789674911836, -74.0020166330745 40.677977832571734, -74.00239463341849 40.67846887581188, -74.0022287468559 40.67842334997605, -74.00221904838578 40.67842186397598, -74.00220916206948 40.67842158854594, -74.00219934687678 40.678422530900754, -74.0021898599144 40.67842466635565, -74.0021809496912 40.6784279389729, -74.00217284961607 40.67843226300694, -74.00216577185722 40.67843752520952, -74.00215990181523 40.678443587738414, -74.002155393255 40.67845029178694, -74.00215236427773 40.67845746174387, -74.00194752474502 40.678846544262605, -74.00190553612114 40.678934759180585, -74.00151584359743 40.67975306211055, -74.00133980640653 40.68012115808561, -74.00112200155387 40.68056908547083, -74.00101783979748 40.680791720463525, -74.00073026642504 40.68138754809817, -74.00069415356444 40.68146340717889, -74.00037159499637 40.682133148599114, -74.00004865210032 40.68280335612716, -73.99819211077063 40.682287330262305, -73.99620846265908 40.681723425072)))",65,3,Brooklyn,6500,3006500,,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,BK0601,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),36047006500,7829.423417,2678036.355
"MULTIPOLYGON (((-74.02423774621629 40.632858931862614, -74.02452013786417 40.6321673632516, -74.02479160206587 40.631505711665795, -74.02508631102368 40.630831905816606, -74.02536097320035 40.63010934957236, -74.02808018363996 40.630754156486724, -74.03076395816834 40.631391343792465, -74.03063851103687 40.63169649948099, -74.03047307291074 40.63209896791123, -74.03019093198054 40.632790695506344, -74.02991368725374 40.63347412691038, -74.02963292315921 40.634152929687, -74.0269507735832 40.633515932044524, -74.02603899600105 40.63330237636065, -74.02517770006332 40.63309649330167, -74.02423774621629 40.632858931862614)))",66,3,Brooklyn,6600,3006600,,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),36047006600,5243.925221,1653273.183
"MULTIPOLYGON (((-73.99440802432692 40.68545249599625, -73.99446139291214 40.68534190962069, -73.99457806788298 40.68510014242685, -73.99490113606073 40.68443023809086, -73.99523240741449 40.6837407913752, -73.99555742754549 40.68306853508849, -73.9958811027866 40.682394953641946, -73.99620846265908 40.681723425072, -73.99819211077063 40.682287330262305, -74.00004865210032 40.68280335612716, -73.9997255614323 40.683473149402644, -73.9994005474668 40.68414456219988, -73.99908066075467 40.684815992157574, -73.99883159826716 40.68534203698033, -73.998188797172 40.68669965824932, -73.9972774165242 40.68639844624191, -73.99703481240168 40.68631870015742, -73.99635808428994 40.68609625274847, -73.9960268842376 40.68598689338348, -73.99538556333826 40.68577513122791, -73.99440802432692 40.68545249599625)))",67,3,Brooklyn,6700,3006700,,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,BK0601,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),36047006700,5236.047803,1680804.25
"MULTIPOLYGON (((-74.02290989641587 40.63610746601668, -74.0232353336651 40.635318753655135, -74.0235186645925 40.63461578668224, -74.02388334141092 40.63372438724166, -74.02423774621629 40.632858931862614, -74.02517770006332 40.63309649330167, -74.02603899600105 40.63330237636065, -74.0269507735832 40.633515932044524, -74.02963292315921 40.634152929687, -74.029356245776 40.634836692711325, -74.02913396937063 40.63537274692012, -74.02894215518393 40.63586681152829, -74.02878300552388 40.636239273577296, -74.0286577669683 40.636546009027015, -74.0282796052702 40.637467639088236, -74.02774843799222 40.63730274856916, -74.02735286784629 40.63717994996786, -74.02697782282041 40.63706606893149, -74.02566615271479 40.636667781684004, -74.02547192644472 40.63714013731292, -74.02290989641587 40.63610746601668)))",68,3,Brooklyn,6800,3006800,,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),36047006800,5840.803194,1996655.762
"MULTIPOLYGON (((-73.98828293729366 40.68586678562212, -73.98863355936004 40.68534148154095, -73.9887115609878 40.685224618479666, -73.98878796565091 40.685108199323814, -73.9888192633713 40.68506050861354, -73.98906873902831 40.68468037183505, -73.98909813425117 40.68463558160554, -73.98912840662967 40.68458945307341, -73.99105866601323 40.68534169553135, -73.99133249760558 40.68544840623614, -73.99392929549865 40.68645287114643, -73.9937873699678 40.68675596693513, -73.99360423147121 40.68712723004814, -73.99333822964894 40.68767879693388, -73.99326829936857 40.68782445182844, -73.99193985195993 40.68731407180392, -73.99046739437493 40.686727751986275, -73.98828293729366 40.68586678562212)))",69.01,3,Brooklyn,6901,3006901,,Downtown Brooklyn-DUMBO-Boerum Hill,BK0202,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),36047006901,4103.731537,801476.2768
"MULTIPOLYGON (((-73.98912840662967 40.68458945307341, -73.98915215894704 40.68455429982231, -73.98934916453071 40.68426272241465, -73.98937667450797 40.68422200352739, -73.98955662622033 40.68395566622786, -73.98959368060486 40.68390146637086, -73.9896284340449 40.68385063192335, -73.98966043949382 40.68380381620489, -73.98968977378357 40.683760908656524, -73.98982441647219 40.68356396348347, -73.98986133637146 40.68350995953308, -73.9899919922296 40.68331884426944, -73.99003025335979 40.68326346631857, -73.99006308381325 40.6832159472754, -73.99010634885262 40.683153326339806, -73.99021414141922 40.68299730839292, -73.99025853336111 40.68293305594296, -73.99042374203732 40.68269393320178, -73.99262292635832 40.68354371192403, -73.99490113606073 40.68443023809086, -73.99457806788298 40.68510014242685, -73.99446139291214 40.68534190962069, -73.99440802432692 40.68545249599625, -73.99425367957093 40.68577799742943, -73.99409147620811 40.686113439825846, -73.99392929549865 40.68645287114643, -73.99133249760558 40.68544840623614, -73.99105866601323 40.68534169553135, -73.98912840662967 40.68458945307341)))",69.02,3,Brooklyn,6902,3006902,,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,BK0601,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),36047006902,4451.326062,1126489.707
"MULTIPOLYGON (((-74.0210873117535 40.63826358797854, -74.02111377302614 40.63823860831268, -74.02117203810242 40.63818360687953, -74.021228215908 40.63813222123392, -74.02131978670013 40.63804846250157, -74.02137518866276 40.637998536602865, -74.02158232870438 40.63780266783627, -74.02183419266997 40.6375645083633, -74.02188122348107 40.637519982245294, -74.02195277977009 40.637452235497385, -74.02219951245164 40.6372119655026, -74.02247991392495 40.63695077916229, -74.02262573388921 40.636799048979896, -74.02290989641587 40.63610746601668, -74.02547192644472 40.63714013731292, -74.02566615271479 40.636667781684004, -74.02697782282041 40.63706606893149, -74.02735286784629 40.63717994996786, -74.02774843799222 40.63730274856916, -74.0282796052702 40.637467639088236, -74.02800411516877 40.63814423931871, -74.02780166452459 40.638625472114704, -74.02762394706349 40.638804952010204, -74.0269524473372 40.63944606454218, -74.02475437604834 40.63812141809166, -74.02464756735549 40.638222075393124, -74.02453841857535 40.63832493709824, -74.02440930695286 40.63844595481559, -74.02424813781832 40.638597019686244, -74.02417094670037 40.63866937087836, -74.02392610712151 40.638898858183545, -74.023616119045 40.639245678875554, -74.0235493915473 40.63932033369232, -74.02351787245728 40.63944477391466, -74.02348203672628 40.63953321280838, -74.0234682183412 40.63956733547944, -74.02340085362948 40.63968573184856, -74.02331683024384 40.639797781724894, -74.02321780213282 40.63990151460361, -74.02310593208485 40.63999532592687, -74.02259016761796 40.64043910553477, -74.02246253869197 40.64053889908086, -74.02231552715678 40.64064838592415, -74.02227765242691 40.64069060926014, -74.0222311373799 40.640720706535944, -74.0222290522823 40.64072205571041, -74.02185068603538 40.64096687151577, -74.02177493676653 40.64101519789946, -74.02163987681996 40.641112169748745, -74.02146714650722 40.6412361890718, -74.02124787204237 40.64140599589386, -74.02118407412748 40.641457481775824, -74.0211597739892 40.64147709930414, -74.0211145671579 40.641513578717415, -74.02114391820191 40.64146836728892, -74.0211590078659 40.64144690898148, -74.0211597533036 40.64144585106988, -74.0212011818474 40.64138694027994, -74.0213451878974 40.641182190056576, -74.02152938816474 40.6408702606767, -74.02165149019318 40.64060369381934, -74.02167977927664 40.64053053887392, -74.02172500145882 40.640400324223194, -74.02177423049365 40.64023109946181, -74.02179520508889 40.64013034539138, -74.0218004705806 40.64010506652912, -74.02185196389833 40.63981609833166, -74.02173780339128 40.63982634322485, -74.02168846118231 40.63983077713556, -74.02169428432158 40.63970580436065, -74.02169172382357 40.63958076809676, -74.02168078641405 40.63945599448582, -74.02166150092036 40.63933180891695, -74.0216339174336 40.639208535366095, -74.02159810794657 40.63908649537232, -74.02156036829443 40.63898284334293, -74.02151645488833 40.63888061219008, -74.02146645936627 40.63878001518315, -74.02141048605306 40.63868126218148, -74.0213486517288 40.63858455940673, -74.02128108544605 40.63849010838016, -74.02120792817927 40.63839810613664, -74.02112933256439 40.638308744601815, -74.0210873117535 40.63826358797854)))",70,3,Brooklyn,7000,3007000,,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),36047007000,7238.162136,1588000.481
"MULTIPOLYGON (((-73.98395292782652 40.684181429202745, -73.98437410731808 40.68354245487178, -73.98479805309368 40.68290922903034, -73.98484959341756 40.68283259245135, -73.98487723017449 40.682792553135876, -73.98490047827384 40.68275887241817, -73.98523672454571 40.682281305885525, -73.98567184082196 40.68164207145814, -73.98610388238835 40.681008522193416, -73.98653307661715 40.680372649996904, -73.98724535944261 40.68066434134867, -73.98731533571316 40.68069299681474, -73.98765051657759 40.680818638973506, -73.98722413947019 40.68144730187542, -73.98727571875041 40.68146773641297, -73.98827347888897 40.68186013466706, -73.99042374203732 40.68269393320178, -73.99025853336111 40.68293305594296, -73.99021414141922 40.68299730839292, -73.99010634885262 40.683153326339806, -73.99006308381325 40.6832159472754, -73.99003025335979 40.68326346631857, -73.9899919922296 40.68331884426944, -73.98986133637146 40.68350995953308, -73.98982441647219 40.68356396348347, -73.98968977378357 40.683760908656524, -73.98966043949382 40.68380381620489, -73.9896284340449 40.68385063192335, -73.98959368060486 40.68390146637086, -73.98955662622033 40.68395566622786, -73.98937667450797 40.68422200352739, -73.98934916453071 40.68426272241465, -73.98915215894704 40.68455429982231, -73.98912840662967 40.68458945307341, -73.98909813425117 40.68463558160554, -73.98906873902831 40.68468037183505, -73.9888192633713 40.68506050861354, -73.98878796565091 40.685108199323814, -73.9887115609878 40.685224618479666, -73.98863355936004 40.68534148154095, -73.98828293729366 40.68586678562212, -73.98693323005008 40.68534130102535, -73.98611912237091 40.685024330008154, -73.98395292782652 40.684181429202745)))",71,3,Brooklyn,7100,3007100,,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,BK0601,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),36047007100,5814.35322,1840524.262
"MULTIPOLYGON (((-74.018430703369 40.64083732755676, -74.01902453118603 40.640263725903516, -74.01960300559448 40.6397090348781, -74.02019620621397 40.639138724836776, -74.02077209972973 40.638583263041426, -74.02098624581959 40.63836667702227, -74.02104867728775 40.63830352999253, -74.0210873117535 40.63826358797854, -74.02112933256439 40.638308744601815, -74.02120792817927 40.63839810613664, -74.02128108544605 40.63849010838016, -74.0213486517288 40.63858455940673, -74.02141048605306 40.63868126218148, -74.02146645936627 40.63878001518315, -74.02151645488833 40.63888061219008, -74.02156036829443 40.63898284334293, -74.02159810794657 40.63908649537232, -74.0216339174336 40.639208535366095, -74.02166150092036 40.63933180891695, -74.02168078641405 40.63945599448582, -74.02169172382357 40.63958076809676, -74.02169428432158 40.63970580436065, -74.02168846118231 40.63983077713556, -74.02173780339128 40.63982634322485, -74.02185196389833 40.63981609833166, -74.0218004705806 40.64010506652912, -74.02179520508889 40.64013034539138, -74.02177423049365 40.64023109946181, -74.02172500145882 40.640400324223194, -74.02167977927664 40.64053053887392, -74.02165149019318 40.64060369381934, -74.02152938816474 40.6408702606767, -74.0213451878974 40.641182190056576, -74.0212011818474 40.64138694027994, -74.0211597533036 40.64144585106988, -74.0211590078659 40.64144690898148, -74.02114391820191 40.64146836728892, -74.0211145671579 40.641513578717415, -74.02106575781579 40.64148163614683, -74.02104362476894 40.641467686757316, -74.02101481566565 40.64145108828417, -74.02097465460227 40.64142961227468, -74.02088062079565 40.641380437347976, -74.02083006358582 40.64143483495298, -74.02060464466359 40.64166077087966, -74.02029670531563 40.64197377675528, -74.02022933658131 40.64193209968429, -74.01849303797569 40.64087580553014, -74.018430703369 40.64083732755676)))",72,3,Brooklyn,7200,3007200,,Sunset Park (West),BK0702,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),36047007200,3516.867486,664162.7905
"MULTIPOLYGON (((-74.01790570069545 40.64422181028559, -74.01612281670724 40.6431402538902, -74.01607041384602 40.64310864459831, -74.01601303322741 40.64307398210073, -74.01381390001313 40.641745247263906, -74.01439632401166 40.64118583681228, -74.01497963598209 40.640625468682394, -74.01556266734994 40.6400666373496, -74.01616711475117 40.639482441569406, -74.01835757405783 40.64079334796432, -74.018430703369 40.64083732755676, -74.01849303797569 40.64087580553014, -74.02022933658131 40.64193209968429, -74.02029670531563 40.64197377675528, -74.01993770878927 40.64233180068145, -74.01971894410686 40.64254997143387, -74.01913346849982 40.643114812061434, -74.01877339003893 40.64346261543219, -74.0185390137873 40.6436889993699, -74.01842596556345 40.643801005901025, -74.01825202310633 40.643967989566434, -74.01801698904036 40.644196964697706, -74.01795641494226 40.64425450927581, -74.01790570069545 40.64422181028559)))",74,3,Brooklyn,7400,3007400,,Sunset Park (West),BK0702,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),36047007400,5037.195061,1545780.633
"MULTIPOLYGON (((-74.01148370452388 40.64398661340751, -74.01206573046942 40.64342519756603, -74.01264921130809 40.6428657877507, -74.01323203289378 40.6423051848932, -74.01381390001313 40.641745247263906, -74.01601303322741 40.64307398210073, -74.01607041384602 40.64310864459831, -74.01612281670724 40.6431402538902, -74.01790570069545 40.64422181028559, -74.01734203124077 40.64478597185783, -74.01709611242141 40.64501358756865, -74.0167499741683 40.645333970796266, -74.0164076443826 40.64566058414589, -74.01616197746446 40.64589496912776, -74.01557895941555 40.64645501904979, -74.01379559478815 40.645381415328025, -74.0137419500343 40.645349255638926, -74.01368059499949 40.64531223299176, -74.01148370452388 40.64398661340751)))",76,3,Brooklyn,7600,3007600,,Sunset Park (West),BK0702,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),36047007600,4980.047514,1510401.71
"MULTIPOLYGON (((-74.0091528209351 40.646226735160596, -74.00973537056362 40.64566683595484, -74.01031893880946 40.6451066629451, -74.0109022241782 40.64454699976931, -74.01148370452388 40.64398661340751, -74.01368059499949 40.64531223299176, -74.0137419500343 40.645349255638926, -74.01379559478815 40.645381415328025, -74.01557895941555 40.64645501904979, -74.01500312132714 40.64702070170083, -74.01440721812982 40.64756759916602, -74.01382819278352 40.64813640150044, -74.01326083768633 40.64870437998871, -74.0114680975905 40.64762413152728, -74.01141117699248 40.64758983610494, -74.01134443038579 40.64754954494845, -74.0091528209351 40.646226735160596)))",78,3,Brooklyn,7800,3007800,,Sunset Park (West),BK0702,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),36047007800,4986.671595,1509791.997
"MULTIPOLYGON (((-74.00682351845911 40.648464881590606, -74.00740505494653 40.64790503007596, -74.00798795298697 40.647344715960166, -74.00856800383534 40.64678864959459, -74.0091528209351 40.646226735160596, -74.01134443038579 40.64754954494845, -74.01141117699248 40.64758983610494, -74.0114680975905 40.64762413152728, -74.01326083768633 40.64870437998871, -74.01266264794644 40.649255554781675, -74.01207536202571 40.649811516759314, -74.01149956044887 40.65037686652297, -74.01092196312693 40.6509440240149, -74.00953705238372 40.65009745140758, -74.00914524388041 40.64985793893557, -74.00909014197588 40.64982157978807, -74.00902722479972 40.64977781982926, -74.00882361849723 40.64965651786373, -74.0072177733996 40.64869978025252, -74.00682351845911 40.648464881590606)))",80,3,Brooklyn,8000,3008000,,Sunset Park (West),BK0702,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),36047008000,4989.7231,1506326.404
"MULTIPOLYGON (((-74.00449022886251 40.65070538546179, -74.00507350700154 40.65014666238789, -74.00566250150402 40.64957838357738, -74.00624092040522 40.64902242583505, -74.00682351845911 40.648464881590606, -74.0072177733996 40.64869978025252, -74.00882361849723 40.64965651786373, -74.00902722479972 40.64977781982926, -74.00909014197588 40.64982157978807, -74.00914524388041 40.64985793893557, -74.00953705238372 40.65009745140758, -74.01092196312693 40.6509440240149, -74.01062949575936 40.651231368702916, -74.0103540266597 40.65150200954971, -74.00975895767151 40.6520620219757, -74.00917904779216 40.65261998506074, -74.00859901178521 40.65318596879034, -74.0068111562368 40.652106926492934, -74.00675067543501 40.65207041343145, -74.00668626769777 40.65203152417863, -74.00449022886251 40.65070538546179)))",82,3,Brooklyn,8200,3008200,,Sunset Park (West),BK0702,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),36047008200,4989.687003,1517026.151
"MULTIPOLYGON (((-74.0004131812286 40.65462870191624, -74.00099519212141 40.654067234057926, -74.00117535784157 40.65389514439919, -74.00138005008306 40.653699628697474, -74.00216556058973 40.6529493144541, -74.00275058779164 40.65238483259473, -74.0031706416426 40.65198024634513, -74.00332660710195 40.65183296352889, -74.00345707927049 40.65170676620208, -74.0039081585395 40.65126596925237, -74.00449022886251 40.65070538546179, -74.00668626769777 40.65203152417863, -74.00675067543501 40.65207041343145, -74.0068111562368 40.652106926492934, -74.00859901178521 40.65318596879034, -74.00800601697439 40.653739955777446, -74.00790103186777 40.65383832620368, -74.00780228846848 40.65393083362863, -74.00771679889064 40.65401092289088, -74.00760371409778 40.65411686686444, -74.00752834555375 40.65420533892772, -74.00742301866845 40.65432896849724, -74.00728782522968 40.65445913798664, -74.00686620808418 40.65486509958063, -74.00628090556296 40.655429513271905, -74.00569496808588 40.6560030289659, -74.00510894692039 40.65654596976748, -74.00451492331425 40.65710230625963, -74.00273371085268 40.65602352513759, -74.00267697543482 40.65598916293284, -74.00261868042591 40.655954124926964, -74.0004131812286 40.65462870191624)))",84,3,Brooklyn,8400,3008400,,Sunset Park (West),BK0702,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),36047008400,6552.05578,2650333.411
"MULTIPOLYGON (((-74.00135482284261 40.67576192071458, -74.00143293711555 40.67560569645648, -74.00145877107413 40.67555357791334, -74.00168276952311 40.67510165918316, -74.00171135791007 40.67503874186781, -74.00175627187944 40.67493989646006, -74.00197004678392 40.67446942091128, -74.00216881344426 40.67408099547201, -74.00221248510407 40.673995655150435, -74.0022618384401 40.67389920945049, -74.00229347569446 40.6738373882232, -74.00260810927584 40.67318223929163, -74.00443204894918 40.673701095972284, -74.00464641339113 40.6737617129736, -74.00479195658134 40.67380286757602, -74.00516015044232 40.67390698189766, -74.00523589979241 40.6739284014259, -74.00600546607755 40.674146004701086, -74.00633734256031 40.67423930104526, -74.00645778086196 40.674273158915945, -74.00658359006286 40.67430852527592, -74.00666849537383 40.6743323927593, -74.0077109276706 40.67462542734217, -74.00906168503299 40.67497768233254, -74.0091413375945 40.674998452824816, -74.0092418267888 40.6750246573634, -74.00934707433807 40.67505210264086, -74.0096117284148 40.67512111634614, -74.00992115595855 40.67529911563203, -74.01003506645917 40.67537751846016, -74.0114124728655 40.676318475020096, -74.0110481506525 40.67662204202086, -74.01087239279437 40.67676848805121, -74.01079332635697 40.67683436790064, -74.01040239826594 40.67716824310492, -74.01031566820254 40.677242315420884, -74.0101697736582 40.67736691692941, -74.00954411714399 40.6778987244235, -74.00923146207468 40.6781655002733, -74.00892056755804 40.67843078027854, -74.0083023555102 40.678970144917486, -74.00679656203678 40.677944448699364, -74.00629799164368 40.67760379523747, -74.00649162668262 40.67719351865088, -74.00636339506123 40.67715759781964, -74.00628180397487 40.67713474331334, -74.0055635699007 40.67693354548267, -74.00547898251216 40.6769098500647, -74.00532474065498 40.67686664252443, -74.00516520198673 40.6768219500493, -74.00476403617654 40.67670956714344, -74.00508091983697 40.67606719897565, -74.00458312883559 40.675929661679014, -74.00450798609961 40.6759089004214, -74.00350202308009 40.67563094961059, -74.00319364312409 40.676271052608286, -74.00236125851742 40.67604437634261, -74.00226469206196 40.67601807894127, -74.00205686403554 40.675961481250965, -74.00185545698203 40.67590663140106, -74.00141891835614 40.675780542661435, -74.00135482284261 40.67576192071458)))",85,3,Brooklyn,8500,3008500,,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,BK0601,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),36047008500,7950.931173,2624917.687
"MULTIPOLYGON (((-74.00066217410561 40.64748739085472, -74.00124866028153 40.64692602995884, -74.00183596350797 40.64637018959985, -74.00209951933567 40.646112576619664, -74.00241336128745 40.64580690530923, -74.00462168314367 40.647131009411666, -74.00682351845911 40.648464881590606, -74.00624092040522 40.64902242583505, -74.00566250150402 40.64957838357738, -74.00507350700154 40.65014666238789, -74.00286693292097 40.64882131073372, -74.00066217410561 40.64748739085472)))",86,3,Brooklyn,8600,3008600,,Sunset Park (Central),BK0703,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),36047008600,4685.245254,1221917.024
"MULTIPOLYGON (((-73.99830602317707 40.64974001511184, -73.99837273102172 40.64968462419671, -73.99852679053933 40.64955670068889, -73.99882637164063 40.6493259733227, -73.99897147102409 40.64916824467067, -73.99922597576307 40.64888907252839, -73.99951526622151 40.64861150790244, -74.00008291327875 40.648046172469286, -74.00066217410561 40.64748739085472, -74.00286693292097 40.64882131073372, -74.00507350700154 40.65014666238789, -74.00449022886251 40.65070538546179, -74.0039081585395 40.65126596925237, -74.00345707927049 40.65170676620208, -74.00332660710195 40.65183296352889, -74.0031706416426 40.65198024634513, -74.00275058779164 40.65238483259473, -74.00216556058973 40.6529493144541, -73.99779466087458 40.650288889978455, -73.99822350817178 40.649828584213424, -73.99830602317707 40.64974001511184)))",88,3,Brooklyn,8800,3008800,,Sunset Park (Central),BK0703,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),36047008800,5710.978988,2019986.018
"MULTIPOLYGON (((-73.99604565374648 40.648340654929, -73.99625314379786 40.64817497573134, -73.99681372897876 40.647710424278735, -73.99702216256632 40.647537791786306, -73.9973004251067 40.64727201952723, -73.99788285811238 40.646718529079116, -73.99846577843915 40.646159226608965, -74.00066217410561 40.64748739085472, -74.00008291327875 40.648046172469286, -73.99951526622151 40.64861150790244, -73.99922597576307 40.64888907252839, -73.99897147102409 40.64916824467067, -73.99882637164063 40.6493259733227, -73.99852679053933 40.64955670068889, -73.99837273102172 40.64968462419671, -73.99830602317707 40.64974001511184, -73.99814938875912 40.64964304884982, -73.99604565374648 40.648340654929)))",90.01,3,Brooklyn,9001,3009001,,Sunset Park (Central),BK0703,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),36047009001,3678.367307,825062.3651
"MULTIPOLYGON (((-73.99392923854985 40.64706931123233, -73.99397125142896 40.64702855011923, -73.99417390778076 40.64683193794656, -73.99438070372881 40.646631300076926, -73.99445374036245 40.646560438306594, -73.9945764563919 40.64644137591951, -73.99468007629244 40.64634708761155, -73.99509643061083 40.64594600578011, -73.9956824527216 40.645385557032434, -73.99626530901189 40.64482654389454, -73.99846577843915 40.646159226608965, -73.99788285811238 40.646718529079116, -73.9973004251067 40.64727201952723, -73.99702216256632 40.647537791786306, -73.99681372897876 40.647710424278735, -73.99625314379786 40.64817497573134, -73.99604565374648 40.648340654929, -73.99392923854985 40.64706931123233)))",90.02,3,Brooklyn,9002,3009002,,Sunset Park (East)-Borough Park (West),BK1201,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),36047009002,3612.36654,806084.6545
"MULTIPOLYGON (((-73.99846577843915 40.646159226608965, -73.99904773096746 40.6455973458957, -73.99963885985323 40.645041887278666, -74.00021421355078 40.6444782999913, -74.0003427239103 40.64455537260797, -74.00241336128745 40.64580690530923, -74.00209951933567 40.646112576619664, -74.00183596350797 40.64637018959985, -74.00124866028153 40.64692602995884, -74.00066217410561 40.64748739085472, -73.99846577843915 40.646159226608965)))",92.01,3,Brooklyn,9201,3009201,,Sunset Park (Central),BK0703,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),36047009201,3120.202586,608662.3662
