,PanoramaId,n_cameras_median,attached_street_median,attached_building_median,attached_unknown_median,type_dome_median,type_bullet_median,type_unknown_median,n_cameras_agreement,attached_street_agreement,attached_building_agreement,attached_unknown_agreement,type_dome_agreement,type_bullet_agreement,type_unknown_agreement,Lat,Long,geometry_pano,BoroName,URL,ImageDate,geometry
4908,Stou2zXVhKYy81eLuOmWzw,1,0,0,0,0,0,0,2 vs 1,2 vs 1,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,40.68598340435375,-73.93265826571267,POINT (-73.93265826571267 40.68598340435375),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=Stou2zXVhKYy81eLuOmWzw,2020-11,POINT (-73.93265826571267 40.68598340435375)
4909,SuiBxGOgQn8ZScWRoaot0A,0,0,0,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.66956256999318,-73.86091733968583,POINT (-73.86091733968583 40.66956256999318),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=SuiBxGOgQn8ZScWRoaot0A,2020-11,POINT (-73.86091733968583 40.66956256999318)
4910,SujNN7SSOjKvX1PT7GIKjg,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.6109776680477,-73.97735064451754,POINT (-73.97735064451754 40.6109776680477),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=SujNN7SSOjKvX1PT7GIKjg,2018-08,POINT (-73.97735064451754 40.6109776680477)
4911,SuuCS97b5-86oPTGFAothg,0,0,0,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.62548977268543,-74.00571089792103,POINT (-74.00571089792103 40.62548977268543),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=SuuCS97b5-86oPTGFAothg,2019-07,POINT (-74.00571089792103 40.62548977268543)
4912,Suz_c0KVkBuHJ7zN4_6eKA,3,0,3,0,0,0,0,All disagree,2 vs 1,All disagree,Unanimous,Unanimous,2 vs 1,Unanimous,40.72954203937335,-73.94902360938018,POINT (-73.94902360938018 40.72954203937335),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=Suz_c0KVkBuHJ7zN4_6eKA,2020-10,POINT (-73.94902360938018 40.72954203937335)
4913,Sve8HtUJKxK2x2XIIzO81w,1,0,0,0,0,0,0,2 vs 1,2 vs 1,2 vs 1,Unanimous,Unanimous,2 vs 1,Unanimous,40.67318669600702,-74.01046829625808,POINT (-74.01046829625808 40.67318669600702),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=Sve8HtUJKxK2x2XIIzO81w,2019-07,POINT (-74.01046829625808 40.67318669600702)
4914,Sw3nlSTHMaZYsgTVLXmDMA,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.71547558841188,-73.94954685993399,POINT (-73.94954685993399 40.71547558841188),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=Sw3nlSTHMaZYsgTVLXmDMA,2020-11,POINT (-73.94954685993399 40.71547558841188)
4915,Sw3sjE-monxtqXcI61MQOw,3,0,2,0,0,0,0,All disagree,2 vs 1,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,40.71092128875988,-73.95110781357634,POINT (-73.95110781357634 40.71092128875988),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=Sw3sjE-monxtqXcI61MQOw,2020-11,POINT (-73.95110781357634 40.71092128875988)
4916,SwIVXpeigqM6q7ERi4pysA,0,0,0,0,0,0,0,2 vs 1,2 vs 1,Unanimous,Unanimous,2 vs 1,Unanimous,Unanimous,40.63012272763061,-73.90908808789224,POINT (-73.90908808789224 40.63012272763061),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=SwIVXpeigqM6q7ERi4pysA,2018-06,POINT (-73.90908808789224 40.63012272763061)
4917,SwZqpSdauoYtvmvkPvI-QQ,1,0,0,0,0,0,0,Unanimous,2 vs 1,2 vs 1,2 vs 1,2 vs 1,Unanimous,Unanimous,40.58298919977169,-73.95700899052665,POINT (-73.95700899052665 40.58298919977169),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=SwZqpSdauoYtvmvkPvI-QQ,2019-10,POINT (-73.95700899052665 40.58298919977169)
4918,Sx0R1xG8v1pXwGUSkDwP8Q,3,0,3,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.70987842984615,-73.92453571383624,POINT (-73.92453571383624 40.70987842984615),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=Sx0R1xG8v1pXwGUSkDwP8Q,2020-10,POINT (-73.92453571383624 40.70987842984615)
4919,SxBvj21cVYBEjlmtIkb-ww,4,0,2,0,0,0,0,All disagree,2 vs 1,All disagree,Unanimous,Unanimous,2 vs 1,Unanimous,40.71210867503087,-73.93430537475464,POINT (-73.93430537475464 40.71210867503087),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=SxBvj21cVYBEjlmtIkb-ww,2020-11,POINT (-73.93430537475464 40.71210867503087)
4920,SxXg1VgMPclsuAQOsRG-Zg,2,0,0,0,0,0,0,2 vs 1,2 vs 1,2 vs 1,Unanimous,Unanimous,2 vs 1,Unanimous,40.71188051660122,-73.9288764683986,POINT (-73.9288764683986 40.71188051660122),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=SxXg1VgMPclsuAQOsRG-Zg,2020-10,POINT (-73.9288764683986 40.71188051660122)
4921,SxxD6qvDwzsbNhey4uXcLA,1,0,1,0,0,0,0,All disagree,Unanimous,All disagree,Unanimous,Unanimous,Unanimous,Unanimous,40.6317779294337,-73.96795237688333,POINT (-73.96795237688333 40.6317779294337),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=SxxD6qvDwzsbNhey4uXcLA,2020-11,POINT (-73.96795237688333 40.6317779294337)
4922,SzDixJYympjBcrMaOlqS8Q,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.63531873390682,-74.03112451562976,POINT (-74.03112451562976 40.63531873390682),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=SzDixJYympjBcrMaOlqS8Q,2019-07,POINT (-74.03112451562976 40.63531873390682)
4923,T-1GU6ZXYZOsa7j1XbbrEw,1,0,1,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.69988350092304,-73.95007100596646,POINT (-73.95007100596646 40.69988350092304),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=T-1GU6ZXYZOsa7j1XbbrEw,2020-11,POINT (-73.95007100596646 40.69988350092304)
4924,T-2zUfPgla47V6Nz5psLFw,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.68338845967313,-73.89106142141969,POINT (-73.89106142141969 40.68338845967313),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=T-2zUfPgla47V6Nz5psLFw,2019-11,POINT (-73.89106142141969 40.68338845967313)
4925,T-PTtlzOBHqzxH1CxEkOFA,1,0,1,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.58925757129674,-73.98675284687918,POINT (-73.98675284687918 40.58925757129674),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=T-PTtlzOBHqzxH1CxEkOFA,2019-11,POINT (-73.98675284687918 40.58925757129674)
4926,T0BxYgIy1yVmTlmVFhBb7g,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.61038775936921,-73.92586089322717,POINT (-73.92586089322717 40.61038775936921),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=T0BxYgIy1yVmTlmVFhBb7g,2019-07,POINT (-73.92586089322717 40.61038775936921)
4927,T0CJ_mGnJmYILx3pIh-bhA,0,0,0,0,0,0,0,2 vs 1,2 vs 1,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,40.63504747328778,-73.99214710424948,POINT (-73.99214710424948 40.63504747328778),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=T0CJ_mGnJmYILx3pIh-bhA,2019-07,POINT (-73.99214710424948 40.63504747328778)
4928,T0HZScz3pSL-Su-a0fNMxA,0,0,0,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.67929502825531,-73.88064467738873,POINT (-73.88064467738873 40.67929502825531),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=T0HZScz3pSL-Su-a0fNMxA,2019-11,POINT (-73.88064467738873 40.67929502825531)
4929,T0o-UbV_KzUref1Kx8Dalw,0,0,0,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.58511954042424,-73.94670134283608,POINT (-73.94670134283608 40.58511954042424),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=T0o-UbV_KzUref1Kx8Dalw,2019-10,POINT (-73.94670134283608 40.58511954042424)
4930,T1CDZIH8wYd0DLrrvlwQgw,1,0,1,0,0,0,0,All disagree,Unanimous,All disagree,Unanimous,Unanimous,Unanimous,Unanimous,40.68402599373516,-73.917483807915,POINT (-73.917483807915 40.68402599373516),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=T1CDZIH8wYd0DLrrvlwQgw,2020-11,POINT (-73.917483807915 40.68402599373516)
4931,T1DtYIoyVkb9d2VjMnjBjQ,1,0,1,0,0,0,0,All disagree,Unanimous,All disagree,Unanimous,Unanimous,Unanimous,Unanimous,40.58371887718278,-73.94154655055169,POINT (-73.94154655055169 40.58371887718278),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=T1DtYIoyVkb9d2VjMnjBjQ,2019-10,POINT (-73.94154655055169 40.58371887718278)
4932,T1Y-DLzCAKjxsavlVfyJzw,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.67581362919335,-73.9304278337113,POINT (-73.9304278337113 40.67581362919335),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=T1Y-DLzCAKjxsavlVfyJzw,2020-11,POINT (-73.9304278337113 40.67581362919335)
4933,T1oQ0Xns00njHrJeds3xUw,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.63716944636269,-74.02205653049617,POINT (-74.02205653049617 40.63716944636269),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=T1oQ0Xns00njHrJeds3xUw,2019-07,POINT (-74.02205653049617 40.63716944636269)
4934,T1wa6CGWUDA5E9a6vrs9dw,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.70028269495864,-73.99531278370475,POINT (-73.99531278370475 40.70028269495864),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=T1wa6CGWUDA5E9a6vrs9dw,2019-07,POINT (-73.99531278370475 40.70028269495864)
4935,T27Bp_lU8RKYcsMVa8HZVQ,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.63140612047501,-73.88713529131329,POINT (-73.88713529131329 40.63140612047501),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=T27Bp_lU8RKYcsMVa8HZVQ,2018-06,POINT (-73.88713529131329 40.63140612047501)
4936,T28QD3Z-DsKJaUt4R4O0Ag,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.67975458875531,-74.00151522613362,POINT (-74.00151522613362 40.67975458875531),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=T28QD3Z-DsKJaUt4R4O0Ag,2020-11,POINT (-74.00151522613362 40.67975458875531)
4937,T3Q7uCzKoPvdJofaT5aB2w,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.63974837306145,-73.90675762853803,POINT (-73.90675762853803 40.63974837306145),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=T3Q7uCzKoPvdJofaT5aB2w,2018-06,POINT (-73.90675762853803 40.63974837306145)
4938,T3jLfWYJpgu4FXpXufjl_g,6,4,2,0,1,3,0,All disagree,All disagree,2 vs 1,Unanimous,Unanimous,All disagree,Unanimous,40.71402595732199,-73.9324135037979,POINT (-73.9324135037979 40.71402595732199),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=T3jLfWYJpgu4FXpXufjl_g,2020-11,POINT (-73.9324135037979 40.71402595732199)
4939,T3m4MFLIAgasXnMX3I8IOw,0,0,0,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.6352747301022,-74.0062102981503,POINT (-74.0062102981503 40.6352747301022),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=T3m4MFLIAgasXnMX3I8IOw,2019-06,POINT (-74.0062102981503 40.6352747301022)
4940,T4HZKydn6YrZ_5X1TV9xsA,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.66615495948983,-73.89540261413512,POINT (-73.89540261413512 40.66615495948983),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=T4HZKydn6YrZ_5X1TV9xsA,2019-11,POINT (-73.89540261413512 40.66615495948983)
4941,T4i3tgKrjfxI32qa1KoaeA,2,1,0,0,1,0,0,All disagree,2 vs 1,2 vs 1,Unanimous,All disagree,Unanimous,2 vs 1,40.68894830656847,-73.98092315538048,POINT (-73.98092315538048 40.68894830656847),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=T4i3tgKrjfxI32qa1KoaeA,2019-07,POINT (-73.98092315538048 40.68894830656847)
4942,T4jf8ivNqgbitOElHcJLIg,9,0,9,0,0,0,0,All disagree,Unanimous,All disagree,Unanimous,Unanimous,Unanimous,Unanimous,40.6710150725346,-73.92244500707382,POINT (-73.92244500707382 40.6710150725346),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=T4jf8ivNqgbitOElHcJLIg,2020-11,POINT (-73.92244500707382 40.6710150725346)
4943,T4r31wX-gNvff4qkEvxAGA,1,0,1,0,0,0,0,All disagree,Unanimous,All disagree,Unanimous,Unanimous,Unanimous,Unanimous,40.67992465034636,-73.9812593471338,POINT (-73.9812593471338 40.67992465034636),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=T4r31wX-gNvff4qkEvxAGA,2020-11,POINT (-73.9812593471338 40.67992465034636)
4944,T4sZ7MceliC6X0DGjW3vLA,1,0,1,0,0,0,0,All disagree,Unanimous,All disagree,Unanimous,Unanimous,Unanimous,Unanimous,40.67075505991988,-73.91674733213168,POINT (-73.91674733213168 40.67075505991988),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=T4sZ7MceliC6X0DGjW3vLA,2020-11,POINT (-73.91674733213168 40.67075505991988)
4945,T55dz8u76C2JnJy4xjnC6w,2,1,0,0,1,0,0,All disagree,All disagree,2 vs 1,Unanimous,All disagree,Unanimous,Unanimous,40.65626228385815,-73.90731328836465,POINT (-73.90731328836465 40.65626228385815),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=T55dz8u76C2JnJy4xjnC6w,2020-10,POINT (-73.90731328836465 40.65626228385815)
4946,T5XqcgzSJPJBHCJgaksgbA,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.59319343860246,-73.99326770551617,POINT (-73.99326770551617 40.59319343860246),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=T5XqcgzSJPJBHCJgaksgbA,2019-11,POINT (-73.99326770551617 40.59319343860246)
4947,T5cf7iQZJDBQPUTXFFfB0g,0,0,0,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.63659755125479,-74.00829588016929,POINT (-74.00829588016929 40.63659755125479),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=T5cf7iQZJDBQPUTXFFfB0g,2019-07,POINT (-74.00829588016929 40.63659755125479)
4948,T5qaXpQ3UovpkCnpLBroIQ,1,0,1,0,0,0,0,All disagree,Unanimous,All disagree,Unanimous,Unanimous,Unanimous,Unanimous,40.65861465294434,-73.92389757774211,POINT (-73.92389757774211 40.65861465294434),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=T5qaXpQ3UovpkCnpLBroIQ,2019-05,POINT (-73.92389757774211 40.65861465294434)
4949,T69DRBLf0ncoBu5LkPK7mw,0,0,0,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.60424447287978,-74.00343925877726,POINT (-74.00343925877726 40.60424447287978),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=T69DRBLf0ncoBu5LkPK7mw,2019-11,POINT (-74.00343925877726 40.60424447287978)
4950,T6XLIA4Tm8VkqYp9TiC8Yw,0,0,0,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.63670446582647,-73.99035880941695,POINT (-73.99035880941695 40.63670446582647),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=T6XLIA4Tm8VkqYp9TiC8Yw,2019-07,POINT (-73.99035880941695 40.63670446582647)
4951,T6dbb84i6ASysTeXehhF4w,2,0,2,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.64427267975751,-73.95396501489701,POINT (-73.95396501489701 40.64427267975751),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=T6dbb84i6ASysTeXehhF4w,2019-10,POINT (-73.95396501489701 40.64427267975751)
4952,T6iWZn8sVMHxcS-NbcsmRg,0,0,0,0,0,0,0,2 vs 1,2 vs 1,Unanimous,Unanimous,2 vs 1,Unanimous,Unanimous,40.59337487598475,-73.9755154898869,POINT (-73.9755154898869 40.59337487598475),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=T6iWZn8sVMHxcS-NbcsmRg,2019-11,POINT (-73.9755154898869 40.59337487598475)
4953,T70Ywg8KglwYtln3j2WlJA,3,0,3,0,0,0,0,All disagree,Unanimous,All disagree,Unanimous,Unanimous,Unanimous,Unanimous,40.69463752968166,-73.95520135551082,POINT (-73.95520135551082 40.69463752968166),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=T70Ywg8KglwYtln3j2WlJA,2020-11,POINT (-73.95520135551082 40.69463752968166)
4954,T7f5FGIx-M5QxH2y0E1cLw,1,0,1,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.64793727104847,-73.95415694865508,POINT (-73.95415694865508 40.64793727104847),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=T7f5FGIx-M5QxH2y0E1cLw,2020-11,POINT (-73.95415694865508 40.64793727104847)
4955,T7okpYXl1Qu74qYzt9hSlQ,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.5848556181377,-73.96915580475213,POINT (-73.96915580475213 40.5848556181377),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=T7okpYXl1Qu74qYzt9hSlQ,2019-11,POINT (-73.96915580475213 40.5848556181377)
4956,T7zqAyFTKFIxo38J-59O_A,1,0,1,0,0,0,0,All disagree,Unanimous,All disagree,Unanimous,Unanimous,Unanimous,Unanimous,40.63818824052937,-74.01392062947072,POINT (-74.01392062947072 40.63818824052937),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=T7zqAyFTKFIxo38J-59O_A,2019-07,POINT (-74.01392062947072 40.63818824052937)
4957,T8QBGOtHjdeIihjLCRzpbA,0,0,0,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.68925047040058,-73.9571980490685,POINT (-73.9571980490685 40.68925047040058),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=T8QBGOtHjdeIihjLCRzpbA,2020-11,POINT (-73.9571980490685 40.68925047040058)
4958,T8p-JDLi8ZG1k6xp_QrHgA,5,1,1,0,1,0,0,2 vs 1,All disagree,All disagree,Unanimous,All disagree,2 vs 1,Unanimous,40.70434969760941,-73.95501552375272,POINT (-73.95501552375272 40.70434969760941),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=T8p-JDLi8ZG1k6xp_QrHgA,2020-11,POINT (-73.95501552375272 40.70434969760941)
4959,T9cmfNCoghoKEwdDQsYu3Q,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.69761481599433,-73.92960918370463,POINT (-73.92960918370463 40.69761481599433),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=T9cmfNCoghoKEwdDQsYu3Q,2020-10,POINT (-73.92960918370463 40.69761481599433)
4960,TAH53d7wIQbW0cLMLlWUQA,0,0,0,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.63876232939802,-74.01340503598702,POINT (-74.01340503598702 40.63876232939802),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=TAH53d7wIQbW0cLMLlWUQA,2019-07,POINT (-74.01340503598702 40.63876232939802)
4961,TBGTIe8Srx407QY9gpd0EQ,1,0,0,0,0,0,0,All disagree,2 vs 1,2 vs 1,Unanimous,Unanimous,Unanimous,2 vs 1,40.6432171,-73.9143022,POINT (-73.9143022 40.6432171),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=TBGTIe8Srx407QY9gpd0EQ,2020-10,POINT (-73.9143022 40.6432171)
4962,TBuf6dSysl_0Zb97HbiakQ,0,0,0,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.635281691831,-73.9272580059438,POINT (-73.9272580059438 40.635281691831),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=TBuf6dSysl_0Zb97HbiakQ,2020-11,POINT (-73.9272580059438 40.635281691831)
4963,TBuhP0oIJEz-1gzZ_Wchew,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.61793324112866,-73.90164277452479,POINT (-73.90164277452479 40.61793324112866),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=TBuhP0oIJEz-1gzZ_Wchew,2018-06,POINT (-73.90164277452479 40.61793324112866)
4964,TBzu1DgMgTM4nNX8snLejA,2,0,2,0,0,0,0,All disagree,Unanimous,All disagree,Unanimous,Unanimous,Unanimous,Unanimous,40.67192731482624,-73.90452555378641,POINT (-73.90452555378641 40.67192731482624),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=TBzu1DgMgTM4nNX8snLejA,2019-07,POINT (-73.90452555378641 40.67192731482624)
4965,TCcB7HPwAQjbfPehyL4mIg,0,0,0,0,0,0,0,2 vs 1,Unanimous,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,40.63362229346249,-73.89879117284634,POINT (-73.89879117284634 40.63362229346249),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=TCcB7HPwAQjbfPehyL4mIg,2018-06,POINT (-73.89879117284634 40.63362229346249)
4966,TCkf7Pq5A91-_lXoHVo7Gg,0,0,0,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.61776645744131,-73.95998744821625,POINT (-73.95998744821625 40.61776645744131),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=TCkf7Pq5A91-_lXoHVo7Gg,2020-11,POINT (-73.95998744821625 40.61776645744131)
4967,TD5ifUzDIMtY5FUHJy7dwA,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.61419285458571,-73.89999368434206,POINT (-73.89999368434206 40.61419285458571),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=TD5ifUzDIMtY5FUHJy7dwA,2013-09,POINT (-73.89999368434206 40.61419285458571)
4968,TDN6X5cd3eS9J_NECLAXXg,4,0,2,0,0,0,0,All disagree,2 vs 1,All disagree,2 vs 1,Unanimous,2 vs 1,Unanimous,40.61934622117456,-73.98282533473932,POINT (-73.98282533473932 40.61934622117456),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=TDN6X5cd3eS9J_NECLAXXg,2017-09,POINT (-73.98282533473932 40.61934622117456)
4969,TDQ9c3GYDfV16-vroMSlYQ,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.72596210152699,-73.93535285096979,POINT (-73.93535285096979 40.72596210152699),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=TDQ9c3GYDfV16-vroMSlYQ,2020-10,POINT (-73.93535285096979 40.72596210152699)
4970,TDgKE7uJLtcoCoYaRnvo5w,1,0,1,0,0,0,0,All disagree,Unanimous,All disagree,Unanimous,Unanimous,Unanimous,Unanimous,40.73583601724609,-73.95518198309651,POINT (-73.95518198309651 40.73583601724609),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=TDgKE7uJLtcoCoYaRnvo5w,2020-10,POINT (-73.95518198309651 40.73583601724609)
4971,TElf6EVBT5jlE2EE37eECw,2,0,2,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.57795179865459,-73.9664424564013,POINT (-73.9664424564013 40.57795179865459),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=TElf6EVBT5jlE2EE37eECw,2019-10,POINT (-73.9664424564013 40.57795179865459)
4972,TFF3397eTuZ3y7ZBEx9UPA,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.65652305197133,-73.9758537536769,POINT (-73.9758537536769 40.65652305197133),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=TFF3397eTuZ3y7ZBEx9UPA,2020-11,POINT (-73.9758537536769 40.65652305197133)
4973,TFIJMMu_Zy7C4cvmDlDIew,0,0,0,0,0,0,0,2 vs 1,2 vs 1,Unanimous,2 vs 1,2 vs 1,Unanimous,2 vs 1,40.62649043342255,-73.9706238707483,POINT (-73.9706238707483 40.62649043342255),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=TFIJMMu_Zy7C4cvmDlDIew,2014-10,POINT (-73.9706238707483 40.62649043342255)
4974,TFl4u4mcrfSo7g9IlcVAWw,0,0,0,0,0,0,0,2 vs 1,2 vs 1,2 vs 1,Unanimous,Unanimous,2 vs 1,Unanimous,40.70974490031106,-73.95699159139157,POINT (-73.95699159139157 40.70974490031106),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=TFl4u4mcrfSo7g9IlcVAWw,2020-11,POINT (-73.95699159139157 40.70974490031106)
4975,TI0Zdchl6__oZkTCSMiedQ,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.62569191932507,-73.93061144661213,POINT (-73.93061144661213 40.62569191932507),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=TI0Zdchl6__oZkTCSMiedQ,2017-10,POINT (-73.93061144661213 40.62569191932507)
