,ntacode,ntaname,"White, not hispanic","Black or African American, not hispanic","Asain, not hispanic",Hispanic or Latino,"Other Races, not hispanic",boro_code,boro_name,county_fip,shape_area,shape_leng,geometry,"White, not hispanic_avg_surv","White, not hispanic_std_surv","Black or African American, not hispanic_avg_surv","Black or African American, not hispanic_std_surv","Asain, not hispanic_avg_surv","Asain, not hispanic_std_surv",Hispanic or Latino_avg_surv,Hispanic or Latino_std_surv,"Other Races, not hispanic_avg_surv","Other Races, not hispanic_std_surv","White, not hispanic_avg_surv_scaled","White, not hispanic_std_surv_scaled","Black or African American, not hispanic_avg_surv_scaled","Black or African American, not hispanic_std_surv_scaled","Asain, not hispanic_avg_surv_scaled","Asain, not hispanic_std_surv_scaled",Hispanic or Latino_avg_surv_scaled,Hispanic or Latino_std_surv_scaled,"Other Races, not hispanic_avg_surv_scaled","Other Races, not hispanic_std_surv_scaled",Black/White_Surv_Rate,Hispanic/White_Surv_Rate
0,BK40,Windsor Terrace,1752.0,19.0,135.0,363.0,191.0,3.0,Brooklyn,047,14041667.99,19033.6720656,"POLYGON ((586207.5632606443 4501643.060205167, 586204.694821216 4501637.619791151, 586204.6812357929 4501637.592705283, 586204.6734643544 4501637.564643991, 586203.0094823064 4501631.180227665, 586203.0046910848 4501631.163229479, 586203.0048511849 4501631.1491518505, 586202.9286087351 4501624.235032871, 586202.927829619 4501624.207051101, 586202.9351823097 4501624.177078723, 586204.6052431948 4501617.368802966, 586204.6115085818 4501617.342854204, 586204.6227747194 4501617.322021245, 586207.8913029819 4501611.225667194, 586207.8984733672 4501611.211725089, 586207.9116236252 4501611.196939634, 586212.3421696601 4501606.308508009, 586212.3603716957 4501606.287809728, 586212.3836516178 4501606.2719863355, 586217.4451425376 4501602.774366216, 586222.4639848557 4501599.162360652, 586222.4851694813 4501599.147610774, 586222.5062185844 4501599.139871181, 586228.7966158206 4501596.686072459, 586228.8066658415 4501596.682225165, 586228.8187295533 4501596.681209222, 586235.9241365294 4501595.959245095, 586235.9531246483 4501595.956654716, 586235.9781292289 4501595.960900674, 586243.1405403679 4501597.267044363, 586243.1614530606 4501597.271299581, 586243.1833280663 4501597.28252177, 586249.5785122087 4501600.464447789, 586249.5925103199 4501600.471600211, 586249.603435535 4501600.480744978, 586254.6188541468 4501604.993734077, 586254.6365989704 4501605.00996823, 586254.651326645 4501605.033105497, 586258.0719304164 4501610.18275441, 586434.0795469723 4501502.263216851, 586634.5767351425 4501378.038019275, 586692.1382089951 4501336.14998583, 586702.0838518017 4501319.441214188, 586710.7145277517 4501301.876738215, 586717.9264091889 4501283.619160395, 586717.9285091913 4501283.611130898, 586723.6447500181 4501264.83173013, 586727.8161081643 4501245.722781353, 586727.8182523644 4501245.7108651595, 586727.8203971982 4501245.698893179, 586730.4297210963 4501226.442230229, 586753.0281509733 4501120.689088664, 586774.030165511 4501037.848008461, 586799.722494032 4500927.718145104, 586818.874608399 4500846.146794322, 586851.649936848 4500705.174902886, 586874.2627938783 4500606.739595934, 586879.6121609362 4500583.453377804, 586883.2244272393 4500567.728390066, 586878.9621309489 4500566.554728604, 586874.8629050509 4500564.899132771, 586870.9810403843 4500562.783529582, 586867.367966307 4500560.235901368, 586864.0715211482 4500557.290029206, 586861.1353633436 4500553.984928528, 586858.0165425976 4500548.949991035, 586855.5605029508 4500543.560602662, 586853.8067487469 4500537.903562537, 586852.7835653472 4500532.069965697, 586852.4866456102 4500527.885577, 586852.6671222028 4500523.694551085, 586853.3226572672 4500519.55117761, 586854.4447039445 4500515.509100609, 586856.0187867626 4500511.620702673, 586858.0245152782 4500507.936353549, 586860.0063896473 4500504.735127003, 586862.1820557903 4500501.662318136, 586864.5431029059 4500498.729634669, 586867.0806497309 4500495.948262345, 586870.6410072218 4500492.739562471, 586874.5311410696 4500489.939784039, 586878.7043074714 4500487.582491177, 586883.1103918685 4500485.696074442, 586888.430818712 4500484.978261038, 586893.7941779303 4500484.7404031055, 586899.1572728782 4500484.984381439, 586904.4768877147 4500485.708267848, 586909.1471987837 4500466.747119447, 586920.4435699985 4500418.67203361, 586951.5959647311 4500282.6384143215, 586966.1098240948 4500220.076707202, 586982.6577853288 4500149.480059335, 587015.4908193797 4500012.022841688, 586939.6438425864 4499969.229768951, 586910.9269057134 4499953.486027881, 586825.5884162979 4499906.820978095, 586738.3161122412 4499859.038345563, 586714.4772854426 4499845.805439631, 586696.1273230601 4499834.506497717, 586693.5494550666 4499848.005888074, 586686.5993148995 4499884.395944624, 586679.3702598669 4499928.700968155, 586587.2124101801 4499914.399502134, 586508.8440790763 4499902.135370681, 586430.6462135862 4499890.066626002, 586392.5908694925 4500132.147016766, 586314.299008727 4500120.365557534, 586215.2955777847 4500104.684470538, 586208.681355637 4500148.636568576, 586176.869406599 4500351.473007575, 586140.6133264464 4500580.603515069, 586123.3864444335 4500696.506219144, 586109.1993393011 4500782.807788828, 586077.8705788179 4500985.585783466, 585887.765673463 4501132.717412891, 585699.7717915826 4501278.128357174, 585511.7751582367 4501423.701088985, 585560.9922591781 4501487.066302856, 585593.5491918122 4501528.819413125, 585605.1620215462 4501544.50170349, 585610.1408392213 4501550.035950717, 585620.1978427421 4501549.642481082, 585641.099987335 4501548.99739463, 585647.861634315 4501535.254743368, 585655.9615274002 4501522.170092211, 585665.2945143983 4501509.934223941, 585675.7205567947 4501498.714554872, 585794.8129614296 4501400.548395562, 585845.3380388317 4501466.084022989, 585892.1815823896 4501526.48211816, 585948.7075718482 4501615.811257621, 585990.5879426968 4501683.270106195, 586032.2648994924 4501750.587775992, 586207.5632606443 4501643.060205167))",2.9729507744491457e-09,6.489561332756466e-09,1.1760522555803732e-09,3.2898079815879555e-09,3.81555054218552e-09,7.084627995368464e-09,3.7006731012922955e-09,8.548728835933161e-09,2.8935658313855583e-09,6.186311463096672e-09,0.5495893815347215,1.1996814847908537,0.1997079190684359,0.5586492462560151,0.6371040111975576,1.1829603261149246,0.6039287081951398,1.3951037071587784,0.49363958231639704,1.055378859398506,0.3633765967434706,1.098872591949787
